system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
14,102.0,78.0,32.0,28.0,94.0,202.0,105.0,190.0,57.0,56.0,57.0,33.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,21.0,11.0,1404.0,20190921T101031_20190921T101152_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
15,96.0,272.0,61.0,49.0,317.0,572.0,295.0,439.0,153.0,152.0,127.0,109.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,59.0,30.0,2319.0,20190723T101031_20190723T101347_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
16,90.0,234.0,58.0,60.0,250.0,384.0,222.0,235.0,106.0,106.0,96.0,72.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,40.0,23.0,1724.0,20190603T101031_20190603T101041_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
17,90.0,233.0,57.0,58.0,246.0,372.0,219.0,235.0,106.0,107.0,99.0,71.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,38.0,23.0,1724.0,20190603T101031_20190603T101041_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
18,102.0,269.0,62.0,49.0,298.0,567.0,295.0,437.0,152.0,142.0,118.0,102.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,58.0,31.0,2330.0,20190723T101031_20190723T101347_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
19,112.0,205.0,40.0,36.0,295.0,385.0,250.0,292.0,192.0,180.0,165.0,138.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,40.0,26.0,848.0,20190402T102029_20190402T102026_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
20,114.0,264.0,28.0,29.0,180.0,187.0,115.0,172.0,101.0,62.0,51.0,78.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,20.0,12.0,1567.0,20191220T101431_20191220T101426_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
21,65.0,260.0,92.0,77.0,263.0,338.0,236.0,243.0,182.0,192.0,184.0,174.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,35.0,25.0,758.0,20190417T102031_20190417T102431_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
22,114.0,260.0,30.0,31.0,223.0,211.0,113.0,170.0,91.0,59.0,76.0,80.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,22.0,12.0,1552.0,20191220T101431_20191220T101426_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
23,65.0,130.0,17.0,16.0,242.0,209.0,102.0,123.0,53.0,44.0,47.0,26.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,22.0,11.0,522.0,20190218T101059_20190218T101421_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
24,65.0,124.0,19.0,16.0,232.0,208.0,104.0,129.0,50.0,42.0,48.0,26.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,22.0,11.0,522.0,20190218T101059_20190218T101421_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
25,126.0,234.0,1.0,16.0,271.0,185.0,114.0,173.0,51.0,29.0,14.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,19.0,12.0,1096.0,20191205T101309_20191205T101308_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
26,218.0,212.0,58.0,47.0,237.0,394.0,264.0,269.0,155.0,168.0,141.0,122.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,41.0,27.0,1112.0,20190407T102021_20190407T102458_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
27,213.0,239.0,58.0,49.0,263.0,423.0,260.0,274.0,166.0,171.0,138.0,124.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,43.0,28.0,1077.0,20190407T102021_20190407T102458_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
28,126.0,230.0,1.0,13.0,266.0,250.0,162.0,172.0,44.0,31.0,27.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,26.0,16.0,1097.0,20191205T101309_20191205T101308_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
29,142.0,109.0,19.0,25.0,239.0,310.0,177.0,172.0,77.0,79.0,54.0,47.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,32.0,18.0,1129.0,20190323T102029_20190323T102023_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
30,132.0,37.0,98.0,89.0,125.0,244.0,165.0,231.0,126.0,137.0,140.0,125.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,26.0,17.0,2462.0,20191014T102031_20191014T102207_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
31,77.0,158.0,43.0,42.0,216.0,304.0,164.0,206.0,107.0,92.0,85.0,58.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,31.0,17.0,858.0,20190320T101029_20190320T101437_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
32,112.0,217.0,38.0,34.0,289.0,384.0,260.0,296.0,193.0,178.0,166.0,137.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,39.0,26.0,841.0,20190402T102029_20190402T102026_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
33,324.0,273.0,69.0,49.0,330.0,637.0,378.0,553.0,271.0,272.0,171.0,177.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,65.0,38.0,2927.0,20190825T102031_20190825T102430_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
34,318.0,292.0,70.0,51.0,347.0,618.0,364.0,551.0,271.0,275.0,181.0,184.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,63.0,37.0,2897.0,20190825T102031_20190825T102430_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
35,132.0,30.0,101.0,88.0,129.0,243.0,169.0,226.0,127.0,142.0,139.0,130.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,25.0,18.0,2431.0,20191014T102031_20191014T102207_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
36,132.0,183.0,48.0,46.0,215.0,151.0,108.0,136.0,22.0,45.0,31.0,28.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,17.0,12.0,788.0,20191210T101411_20191210T101409_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
37,77.0,164.0,42.0,43.0,219.0,302.0,176.0,206.0,107.0,92.0,78.0,56.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,31.0,18.0,861.0,20190320T101029_20190320T101437_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
38,171.0,344.0,290.0,190.0,332.0,441.0,374.0,420.0,423.0,451.0,433.0,446.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,45.0,38.0,1654.0,20190424T101031_20190424T101032_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
39,142.0,101.0,19.0,24.0,191.0,316.0,164.0,170.0,76.0,75.0,56.0,45.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,33.0,17.0,1122.0,20190323T102029_20190323T102023_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
40,162.0,152.0,29.0,32.0,204.0,403.0,239.0,273.0,52.0,44.0,53.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,41.0,26.0,1664.0,20190613T101031_20190613T101027_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
41,132.0,178.0,48.0,54.0,189.0,132.0,127.0,130.0,18.0,44.0,39.0,27.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,14.0,13.0,809.0,20191210T101411_20191210T101409_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
42,90.0,291.0,238.0,242.0,352.0,420.0,365.0,419.0,321.0,332.0,301.0,320.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,43.0,37.0,711.0,20190512T102029_20190512T102248_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
43,90.0,292.0,242.0,240.0,372.0,442.0,391.0,425.0,328.0,338.0,304.0,323.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,46.0,41.0,722.0,20190512T102029_20190512T102248_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
44,162.0,151.0,31.0,33.0,189.0,415.0,242.0,268.0,47.0,43.0,51.0,15.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,43.0,25.0,1674.0,20190613T101031_20190613T101027_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
45,210.0,572.0,349.0,300.0,635.0,828.0,644.0,668.0,529.0,547.0,492.0,501.0,0.0,0.0,0.0,0.0,0.0,6.0,65.0,85.0,66.0,3201.0,20190626T102031_20190626T102028_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
46,183.0,331.0,286.0,191.0,335.0,440.0,363.0,413.0,409.0,438.0,426.0,437.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,45.0,37.0,1653.0,20190424T101031_20190424T101032_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
47,102.0,300.0,54.0,50.0,296.0,431.0,287.0,305.0,135.0,110.0,112.0,81.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,44.0,30.0,1492.0,20190623T101031_20190623T101029_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
48,210.0,577.0,352.0,296.0,638.0,824.0,624.0,661.0,532.0,553.0,473.0,498.0,0.0,0.0,0.0,0.0,0.0,6.0,67.0,84.0,63.0,3169.0,20190626T102031_20190626T102028_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
49,230.0,253.0,54.0,45.0,307.0,380.0,233.0,259.0,166.0,175.0,164.0,122.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,39.0,24.0,1023.0,20190409T101029_20190409T101028_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
50,102.0,304.0,59.0,50.0,296.0,429.0,294.0,304.0,137.0,112.0,110.0,82.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,44.0,31.0,1492.0,20190623T101031_20190623T101029_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
51,107.0,250.0,112.0,100.0,343.0,481.0,333.0,344.0,138.0,149.0,123.0,107.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,49.0,34.0,1785.0,20190618T101029_20190618T101307_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
52,144.0,347.0,48.0,38.0,301.0,468.0,294.0,406.0,204.0,197.0,184.0,152.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,48.0,30.0,1369.0,20190822T101031_20190822T101027_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
53,147.0,346.0,46.0,38.0,296.0,461.0,291.0,402.0,197.0,188.0,169.0,148.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,46.0,30.0,1375.0,20190822T101031_20190822T101027_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
54,108.0,243.0,113.0,101.0,327.0,482.0,315.0,344.0,133.0,142.0,121.0,101.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,49.0,33.0,1806.0,20190618T101029_20190618T101307_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
55,106.0,413.0,335.0,276.0,581.0,556.0,426.0,481.0,458.0,463.0,560.0,446.0,0.0,0.0,0.0,0.0,2048.0,10.0,60.0,57.0,44.0,709.0,20190330T101029_20190330T101153_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
56,230.0,250.0,53.0,44.0,359.0,357.0,247.0,259.0,168.0,176.0,147.0,122.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,37.0,26.0,1039.0,20190409T101029_20190409T101028_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
57,234.0,446.0,81.0,58.0,545.0,677.0,421.0,597.0,393.0,422.0,346.0,332.0,0.0,0.0,0.0,0.0,0.0,6.0,56.0,69.0,43.0,2979.0,20190830T102029_20190830T102552_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
58,252.0,431.0,72.0,54.0,513.0,647.0,430.0,589.0,365.0,393.0,319.0,312.0,0.0,0.0,0.0,0.0,0.0,6.0,52.0,66.0,44.0,2996.0,20190830T102029_20190830T102552_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
59,112.0,409.0,334.0,273.0,606.0,575.0,417.0,476.0,451.0,461.0,595.0,448.0,0.0,0.0,0.0,0.0,2048.0,10.0,62.0,59.0,43.0,695.0,20190330T101029_20190330T101153_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
60,112.0,63.0,18.0,14.0,208.0,186.0,144.0,102.0,56.0,60.0,27.0,45.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,19.0,14.0,501.0,20190122T102329_20190122T102330_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
61,114.0,1184.0,1270.0,1062.0,1236.0,1290.0,1206.0,1199.0,1126.0,1031.0,1412.0,1049.0,0.0,0.0,0.0,0.0,0.0,6.0,125.0,132.0,123.0,978.0,20191130T101401_20191130T101406_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
62,84.0,3844.0,3968.0,4340.0,3666.0,3544.0,3536.0,3594.0,3536.0,3492.0,3596.0,3500.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,803.0,20191029T102039_20191029T102520_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
63,114.0,916.0,571.0,408.0,980.0,819.0,824.0,810.0,661.0,631.0,809.0,591.0,0.0,0.0,0.0,0.0,0.0,6.0,99.0,84.0,83.0,806.0,20191213T102421_20191213T102424_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
64,114.0,1295.0,1329.0,1122.0,1244.0,1204.0,1068.0,1264.0,1161.0,1092.0,1366.0,1105.0,0.0,0.0,0.0,0.0,0.0,6.0,127.0,123.0,109.0,986.0,20191130T101401_20191130T101406_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
65,106.0,83.0,22.0,16.0,222.0,183.0,148.0,138.0,84.0,80.0,67.0,53.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,19.0,16.0,487.0,20190122T102329_20190122T102330_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
66,102.0,961.0,602.0,414.0,1040.0,901.0,762.0,851.0,721.0,657.0,838.0,599.0,0.0,0.0,0.0,0.0,0.0,6.0,106.0,92.0,78.0,810.0,20191213T102421_20191213T102424_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
67,138.0,1062.0,1620.0,1568.0,708.0,822.0,927.0,1272.0,1625.0,1760.0,1314.0,1852.0,3.0,0.0,0.0,0.0,0.0,6.0,70.0,84.0,96.0,1606.0,20190904T102021_20190904T102045_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
68,120.0,495.0,275.0,300.0,325.0,402.0,312.0,456.0,350.0,444.0,268.0,474.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,41.0,32.0,934.0,20190906T101029_20190906T101026_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
69,126.0,1048.0,1577.0,1547.0,717.0,909.0,1058.0,1223.0,1575.0,1732.0,1350.0,1826.0,3.0,0.0,0.0,0.0,0.0,6.0,72.0,93.0,108.0,1584.0,20190904T102021_20190904T102045_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
70,132.0,298.0,61.0,73.0,353.0,405.0,265.0,279.0,149.0,138.0,122.0,90.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,42.0,27.0,1706.0,20190519T101039_20190519T101033_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
71,126.0,660.0,258.0,287.0,348.0,372.0,314.0,442.0,307.0,411.0,251.0,431.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,38.0,33.0,942.0,20190906T101029_20190906T101026_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
72,236.0,656.0,568.0,506.0,753.0,956.0,767.0,855.0,743.0,800.0,700.0,760.0,0.0,0.0,0.0,0.0,0.0,6.0,77.0,97.0,77.0,2807.0,20190611T102029_20190611T102030_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
73,84.0,3659.0,4078.0,4496.0,3552.0,3510.0,3422.0,3686.0,3635.0,3626.0,3518.0,3596.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,801.0,20191029T102039_20191029T102520_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
74,138.0,287.0,56.0,70.0,349.0,398.0,255.0,272.0,136.0,126.0,114.0,82.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,41.0,26.0,1721.0,20190519T101039_20190519T101033_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
75,102.0,748.0,1526.0,1125.0,926.0,925.0,902.0,1171.0,1417.0,1533.0,1434.0,1639.0,6.0,0.0,0.0,0.0,0.0,6.0,94.0,93.0,92.0,1149.0,20190914T102021_20190914T102608_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
76,102.0,768.0,1473.0,1075.0,1096.0,1100.0,1024.0,1129.0,1367.0,1468.0,1664.0,1575.0,5.0,0.0,0.0,0.0,0.0,6.0,113.0,112.0,104.0,1166.0,20190914T102021_20190914T102608_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
77,246.0,684.0,563.0,500.0,734.0,948.0,755.0,835.0,731.0,786.0,691.0,751.0,0.0,0.0,0.0,0.0,0.0,6.0,75.0,97.0,77.0,2756.0,20190611T102029_20190611T102030_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
78,159.0,1650.0,1461.0,1400.0,1318.0,1340.0,1272.0,1447.0,1529.0,1603.0,1392.0,1636.0,13.0,0.0,0.0,0.0,2048.0,8.0,134.0,137.0,130.0,883.0,20190228T101029_20190228T101023_T32UQC,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
79,112.0,13.0,39.0,39.0,129.0,134.0,92.0,93.0,19.0,26.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,14.0,10.0,1040.0,20190208T101159_20190208T101158_T33UUT,mellensee,52.17062861611675,13.410681878964734,"{""type"":""Point"",""coordinates"":[13.410681878964736,52.17062861611676]}"
