system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,SCL,WVP,id,lake,lat,lon,.geo
88,166.0,91.0,145.0,94.0,156.0,198.0,166.0,180.0,191.0,224.0,206.0,215.0,253.0,0.0,0.0,0.0,6.0,1226.0,20180409T101031_20180409T101343_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
89,184.0,297.0,50.0,32.0,379.0,459.0,179.0,144.0,74.0,103.0,83.0,79.0,85.0,0.0,0.0,0.0,6.0,1964.0,20180906T101021_20180906T101022_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
90,166.0,71.0,148.0,96.0,135.0,191.0,158.0,187.0,205.0,225.0,216.0,219.0,257.0,0.0,0.0,0.0,6.0,1229.0,20180409T101031_20180409T101343_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
91,137.0,178.0,63.0,50.0,432.0,486.0,160.0,126.0,124.0,135.0,116.0,112.0,47.0,0.0,0.0,0.0,6.0,2632.0,20180726T102019_20180726T102150_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
92,131.0,180.0,60.0,51.0,426.0,499.0,160.0,141.0,138.0,160.0,128.0,129.0,54.0,0.0,0.0,0.0,6.0,2656.0,20180726T102019_20180726T102150_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
93,95.0,161.0,19.0,25.0,200.0,241.0,75.0,64.0,64.0,55.0,46.0,31.0,29.0,0.0,0.0,0.0,6.0,1871.0,20180919T102021_20180919T102018_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
94,137.0,104.0,2.0,12.0,168.0,224.0,51.0,6.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2215.0,20180919T102021_20180919T102018_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
95,107.0,1.0,56.0,40.0,103.0,108.0,71.0,72.0,86.0,89.0,83.0,78.0,71.0,0.0,0.0,0.0,6.0,989.0,20180417T102019_20180417T102021_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
96,95.0,212.0,98.0,66.0,269.0,292.0,178.0,157.0,170.0,169.0,151.0,133.0,81.0,0.0,0.0,0.0,6.0,1102.0,20180522T102031_20180522T102025_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
97,202.0,1.0,4.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,233.0,20180228T101021_20180228T101021_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
98,95.0,62.0,17.0,13.0,221.0,270.0,68.0,48.0,24.0,26.0,9.0,8.0,4.0,0.0,0.0,0.0,6.0,1950.0,20180716T102019_20180716T102549_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
99,113.0,1.0,45.0,34.0,93.0,97.0,65.0,75.0,81.0,84.0,79.0,72.0,63.0,0.0,0.0,0.0,6.0,1006.0,20180417T102019_20180417T102021_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
100,89.0,221.0,93.0,68.0,254.0,295.0,182.0,163.0,176.0,167.0,157.0,127.0,90.0,0.0,0.0,0.0,6.0,1117.0,20180522T102031_20180522T102025_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
101,196.0,163.0,104.0,78.0,153.0,190.0,60.0,101.0,102.0,96.0,63.0,79.0,18.0,0.0,0.0,0.0,6.0,1657.0,20181016T101021_20181016T101021_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
102,89.0,143.0,17.0,18.0,200.0,252.0,83.0,62.0,56.0,47.0,41.0,23.0,6.0,0.0,0.0,0.0,6.0,1864.0,20180919T102021_20180919T102018_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
103,191.0,173.0,99.0,91.0,155.0,203.0,77.0,112.0,118.0,101.0,78.0,86.0,15.0,0.0,0.0,0.0,6.0,1653.0,20181016T101021_20181016T101021_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
104,131.0,120.0,6.0,20.0,193.0,229.0,55.0,14.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2194.0,20180919T102021_20180919T102018_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
105,95.0,54.0,14.0,13.0,219.0,275.0,68.0,52.0,24.0,14.0,9.0,10.0,2.0,0.0,0.0,0.0,6.0,1932.0,20180716T102019_20180716T102549_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
106,71.0,280.0,27.0,23.0,563.0,665.0,184.0,117.0,24.0,37.0,31.0,15.0,25.0,0.0,0.0,0.0,6.0,1154.0,20180703T101029_20180703T101023_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
107,95.0,163.0,31.0,35.0,327.0,386.0,126.0,87.0,25.0,43.0,30.0,21.0,1.0,0.0,0.0,0.0,6.0,1868.0,20180723T101019_20180723T101036_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
108,101.0,156.0,30.0,29.0,319.0,381.0,120.0,82.0,23.0,34.0,25.0,6.0,1.0,0.0,0.0,0.0,6.0,1891.0,20180723T101019_20180723T101036_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
109,71.0,276.0,28.0,21.0,553.0,658.0,185.0,120.0,23.0,35.0,30.0,15.0,26.0,0.0,0.0,0.0,6.0,1142.0,20180703T101029_20180703T101023_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
110,89.0,249.0,24.0,20.0,532.0,643.0,174.0,111.0,4.0,14.0,8.0,1.0,15.0,0.0,0.0,0.0,6.0,1331.0,20180703T101029_20180703T101023_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
111,113.0,12.0,41.0,23.0,95.0,22.0,27.0,31.0,1.0,13.0,8.0,10.0,1.0,0.0,0.0,0.0,6.0,634.0,20180213T101119_20180213T101118_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
112,89.0,259.0,24.0,22.0,533.0,643.0,172.0,109.0,15.0,28.0,19.0,5.0,42.0,0.0,0.0,0.0,6.0,1346.0,20180703T101029_20180703T101023_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
113,65.0,51.0,16.0,7.0,110.0,55.0,41.0,1.0,2.0,12.0,10.0,9.0,1.0,0.0,0.0,0.0,6.0,930.0,20181031T101139_20181031T101140_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
114,65.0,22.0,39.0,29.0,124.0,153.0,66.0,48.0,63.0,77.0,73.0,63.0,93.0,0.0,0.0,0.0,6.0,656.0,20180504T101029_20180504T101023_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
115,113.0,2166.0,3299.0,3046.0,2826.0,2765.0,2916.0,3000.0,2873.0,2874.0,3223.0,2848.0,2685.0,0.0,0.0,0.0,9.0,701.0,20180216T102059_20180216T102102_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
116,113.0,1223.0,512.0,512.0,1042.0,987.0,864.0,924.0,997.0,1003.0,932.0,969.0,1332.0,0.0,0.0,2048.0,10.0,309.0,20180206T102209_20180206T102206_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
117,113.0,1639.0,2935.0,2486.0,2862.0,2732.0,2871.0,2697.0,2589.0,2431.0,3181.0,2459.0,2070.0,0.0,0.0,0.0,9.0,697.0,20180216T102059_20180216T102102_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
118,65.0,18.0,36.0,33.0,115.0,152.0,67.0,56.0,65.0,79.0,80.0,69.0,99.0,0.0,0.0,0.0,6.0,674.0,20180504T101029_20180504T101023_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
119,65.0,52.0,10.0,4.0,98.0,60.0,41.0,1.0,5.0,16.0,13.0,28.0,1.0,0.0,0.0,0.0,6.0,927.0,20181031T101139_20181031T101140_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
120,202.0,1.0,2.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,228.0,20180228T101021_20180228T101021_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
121,113.0,15.0,31.0,33.0,85.0,26.0,30.0,16.0,2.0,11.0,17.0,1.0,1.0,0.0,0.0,0.0,6.0,620.0,20180213T101119_20180213T101118_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
122,77.0,5374.0,3990.0,3581.0,5508.0,5228.0,4848.0,5032.0,4779.0,4662.0,5092.0,4556.0,8685.0,0.0,0.0,1024.0,9.0,829.0,20181103T102159_20181103T102338_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
123,172.0,113.0,36.0,23.0,300.0,317.0,131.0,106.0,43.0,49.0,23.0,9.0,65.0,0.0,0.0,0.0,6.0,2378.0,20180713T101029_20180713T101023_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
124,77.0,1.0,50.0,36.0,116.0,117.0,83.0,94.0,102.0,105.0,98.0,92.0,86.0,0.0,0.0,0.0,6.0,878.0,20180417T102019_20180417T102021_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
125,172.0,115.0,34.0,20.0,301.0,322.0,128.0,99.0,31.0,30.0,4.0,1.0,51.0,0.0,0.0,0.0,6.0,2376.0,20180713T101029_20180713T101023_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
126,95.0,15.0,18.0,13.0,190.0,254.0,63.0,47.0,30.0,31.0,17.0,18.0,1.0,0.0,0.0,0.0,6.0,2062.0,20180716T102019_20180716T102549_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
127,95.0,22.0,14.0,13.0,198.0,263.0,65.0,51.0,22.0,13.0,7.0,9.0,1.0,0.0,0.0,0.0,6.0,2063.0,20180716T102019_20180716T102549_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
128,113.0,1077.0,519.0,513.0,1032.0,983.0,860.0,908.0,982.0,997.0,930.0,996.0,1379.0,0.0,0.0,2048.0,10.0,314.0,20180206T102209_20180206T102206_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
129,83.0,1.0,59.0,41.0,108.0,115.0,80.0,82.0,98.0,101.0,96.0,90.0,81.0,0.0,0.0,0.0,6.0,883.0,20180417T102019_20180417T102021_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
130,95.0,283.0,159.0,149.0,285.0,361.0,232.0,239.0,211.0,198.0,157.0,191.0,224.0,0.0,0.0,0.0,3.0,1526.0,20180611T102021_20180611T102022_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
131,83.0,339.0,171.0,198.0,267.0,201.0,164.0,178.0,203.0,274.0,154.0,193.0,179.0,0.0,0.0,0.0,3.0,618.0,20180402T102021_20180402T102435_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
132,77.0,5487.0,3957.0,3685.0,5500.0,5180.0,4784.0,4821.0,4646.0,4637.0,5072.0,4575.0,9103.0,0.0,0.0,1024.0,9.0,840.0,20181103T102159_20181103T102338_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
133,95.0,160.0,31.0,29.0,310.0,375.0,118.0,83.0,28.0,41.0,31.0,13.0,1.0,0.0,0.0,0.0,6.0,1915.0,20180723T101019_20180723T101036_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
134,83.0,370.0,144.0,163.0,302.0,209.0,157.0,174.0,165.0,177.0,182.0,147.0,192.0,0.0,0.0,0.0,6.0,613.0,20180402T102021_20180402T102435_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
135,95.0,267.0,160.0,154.0,279.0,357.0,235.0,245.0,210.0,198.0,157.0,179.0,227.0,0.0,0.0,0.0,3.0,1519.0,20180611T102021_20180611T102022_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
136,65.0,111.0,38.0,48.0,189.0,126.0,44.0,19.0,20.0,15.0,24.0,22.0,1.0,0.0,0.0,0.0,6.0,1486.0,20181021T101039_20181021T101201_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
137,95.0,151.0,31.0,35.0,307.0,373.0,120.0,84.0,32.0,54.0,40.0,32.0,1.0,0.0,0.0,0.0,6.0,1927.0,20180723T101019_20180723T101036_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
138,65.0,158.0,32.0,37.0,186.0,123.0,48.0,24.0,28.0,20.0,36.0,31.0,1.0,0.0,0.0,0.0,6.0,1490.0,20181021T101039_20181021T101201_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
139,71.0,229.0,22.0,32.0,217.0,233.0,75.0,44.0,2.0,18.0,12.0,21.0,2.0,0.0,0.0,0.0,6.0,1105.0,20180929T102021_20180929T102019_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
140,137.0,30.0,59.0,49.0,70.0,153.0,101.0,78.0,42.0,35.0,96.0,52.0,135.0,0.0,0.0,0.0,7.0,1403.0,20180519T101031_20180519T101207_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
141,113.0,2161.0,3287.0,3023.0,2907.0,2818.0,2945.0,2981.0,2868.0,2874.0,3242.0,2859.0,2499.0,0.0,0.0,0.0,9.0,647.0,20180216T102059_20180216T102102_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
142,113.0,1607.0,2921.0,2467.0,2909.0,2767.0,2886.0,2678.0,2589.0,2437.0,3203.0,2475.0,1912.0,0.0,0.0,0.0,9.0,652.0,20180216T102059_20180216T102102_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
143,77.0,235.0,26.0,30.0,213.0,232.0,71.0,46.0,1.0,7.0,5.0,5.0,,0.0,0.0,0.0,6.0,1111.0,20180929T102021_20180929T102019_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
144,226.0,182.0,348.0,279.0,328.0,383.0,341.0,359.0,407.0,456.0,436.0,450.0,850.0,0.0,0.0,0.0,2.0,1773.0,20180517T102019_20180517T102209_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
145,129.0,47.0,59.0,53.0,83.0,144.0,94.0,86.0,58.0,50.0,66.0,56.0,128.0,0.0,0.0,0.0,7.0,1393.0,20180519T101031_20180519T101207_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
146,166.0,1.0,134.0,157.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,102.0,0.0,0.0,0.0,6.0,760.0,20180402T102021_20180402T102435_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
147,125.0,336.0,83.0,116.0,475.0,533.0,218.0,195.0,181.0,200.0,153.0,172.0,128.0,0.0,0.0,0.0,6.0,2543.0,20180728T101031_20180728T101340_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
148,125.0,357.0,93.0,116.0,483.0,537.0,217.0,198.0,179.0,193.0,152.0,163.0,131.0,0.0,0.0,0.0,6.0,2543.0,20180728T101031_20180728T101340_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
149,142.0,1.0,164.0,194.0,1.0,1.0,1.0,1.0,1.0,56.0,1.0,25.0,33.0,0.0,0.0,0.0,3.0,741.0,20180402T102021_20180402T102435_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
150,95.0,128.0,98.0,67.0,217.0,269.0,173.0,158.0,168.0,166.0,147.0,130.0,112.0,0.0,0.0,0.0,6.0,1519.0,20180522T102031_20180522T102025_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
151,230.0,172.0,340.0,283.0,340.0,376.0,341.0,375.0,402.0,438.0,407.0,441.0,803.0,0.0,0.0,0.0,2.0,1760.0,20180517T102019_20180517T102209_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
152,101.0,123.0,91.0,68.0,191.0,263.0,169.0,157.0,167.0,156.0,149.0,120.0,129.0,0.0,0.0,0.0,6.0,1531.0,20180522T102031_20180522T102025_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
153,89.0,528.0,1545.0,1885.0,729.0,926.0,1094.0,1268.0,1671.0,1935.0,1180.0,1986.0,1039.0,0.0,0.0,0.0,7.0,1379.0,20180914T102019_20180914T102014_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
154,95.0,459.0,255.0,360.0,233.0,183.0,172.0,216.0,263.0,382.0,149.0,417.0,988.0,0.0,0.0,0.0,2.0,1019.0,20180427T102019_20180427T102022_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
155,101.0,364.0,142.0,191.0,223.0,181.0,170.0,175.0,155.0,202.0,140.0,216.0,695.0,0.0,0.0,0.0,3.0,1014.0,20180427T102019_20180427T102022_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
156,89.0,426.0,1404.0,1398.0,707.0,919.0,1076.0,1289.0,1628.0,1650.0,1164.0,1596.0,904.0,0.0,0.0,0.0,7.0,1377.0,20180914T102019_20180914T102014_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
157,101.0,51.0,39.0,34.0,178.0,185.0,83.0,74.0,39.0,36.0,18.0,26.0,85.0,0.0,0.0,0.0,6.0,1429.0,20180524T101019_20180524T101022_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
158,208.0,85.0,27.0,18.0,282.0,306.0,111.0,78.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,6.0,2292.0,20180713T101029_20180713T101023_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
159,65.0,351.0,503.0,324.0,634.0,415.0,258.0,489.0,465.0,381.0,633.0,415.0,604.0,0.0,0.0,0.0,10.0,772.0,20181024T102059_20181024T102428_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
160,119.0,2493.0,2494.0,2189.0,2240.0,2109.0,2099.0,2304.0,2357.0,2299.0,2387.0,2451.0,2426.0,0.0,0.0,0.0,8.0,570.0,20180201T102241_20180201T102237_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
161,65.0,751.0,316.0,256.0,553.0,351.0,221.0,231.0,236.0,290.0,519.0,298.0,1300.0,0.0,0.0,0.0,10.0,768.0,20181024T102059_20181024T102428_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
162,77.0,322.0,379.0,298.0,388.0,512.0,304.0,304.0,457.0,499.0,603.0,503.0,595.0,0.0,0.0,0.0,2.0,1670.0,20180909T102021_20180909T102205_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
163,107.0,31.0,37.0,38.0,167.0,179.0,85.0,78.0,29.0,28.0,11.0,15.0,67.0,0.0,0.0,0.0,6.0,1447.0,20180524T101019_20180524T101022_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
164,208.0,84.0,27.0,22.0,289.0,305.0,116.0,83.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,2307.0,20180713T101029_20180713T101023_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
165,83.0,313.0,408.0,299.0,375.0,503.0,306.0,328.0,503.0,546.0,604.0,522.0,604.0,0.0,0.0,0.0,2.0,1680.0,20180909T102021_20180909T102205_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
166,166.0,151.0,7.0,17.0,127.0,94.0,14.0,1.0,1.0,1.0,1.0,8.0,1.0,0.0,0.0,0.0,6.0,212.0,20180228T101021_20180228T101021_T33UUU,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
167,137.0,6619.0,6001.0,5539.0,7804.0,7500.0,7340.0,7411.0,7561.0,7515.0,8656.0,7323.0,13204.0,0.0,0.0,1024.0,9.0,1781.0,20180901T101019_20180901T101015_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
168,119.0,3550.0,2462.0,2204.0,2372.0,2150.0,2168.0,2335.0,2395.0,2433.0,2505.0,2515.0,3691.0,0.0,0.0,0.0,8.0,563.0,20180201T102241_20180201T102237_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
169,166.0,243.0,97.0,95.0,390.0,404.0,147.0,139.0,127.0,133.0,123.0,131.0,163.0,0.0,0.0,0.0,7.0,1631.0,20180721T102021_20180721T102024_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
170,125.0,3583.0,6245.0,5768.0,7692.0,7372.0,7280.0,7909.0,8026.0,7916.0,8536.0,7770.0,7064.0,0.0,0.0,1024.0,9.0,1775.0,20180901T101019_20180901T101015_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
171,89.0,68.0,34.0,25.0,327.0,408.0,140.0,115.0,67.0,74.0,54.0,47.0,40.0,0.0,0.0,0.0,6.0,1479.0,20180904T102019_20180904T102014_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
172,166.0,201.0,98.0,93.0,390.0,401.0,145.0,136.0,136.0,146.0,147.0,135.0,208.0,0.0,0.0,0.0,6.0,1627.0,20180721T102021_20180721T102024_T33UUV,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
173,71.0,173.0,23.0,31.0,180.0,208.0,64.0,37.0,,14.0,8.0,17.0,2.0,0.0,0.0,0.0,6.0,1212.0,20180929T102021_20180929T102019_T32UQE,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
174,119.0,260.0,370.0,313.0,332.0,432.0,340.0,382.0,469.0,494.0,534.0,540.0,995.0,0.0,0.0,2048.0,10.0,1066.0,20180422T102031_20180422T102115_T32UQD,Stechlinsee,53.14881963524088,13.032429184469487,"{""type"":""Point"",""coordinates"":[13.032429184469489,53.14881963524088]}"
