system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
230,202.0,1862.0,4322.0,4186.0,4420.0,4184.0,4344.0,4445.0,4306.0,5228.0,4232.0,2572.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,552.0,20190129T101259_20190129T101440_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
231,204.0,6660.0,2787.0,1827.0,5972.0,5712.0,5776.0,5772.0,5588.0,5728.0,5671.0,4668.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,467.0,20191120T101321_20191120T101408_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
232,204.0,6681.0,2720.0,1690.0,5928.0,5752.0,5848.0,5730.0,5547.0,5716.0,5552.0,4786.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,469.0,20191120T101321_20191120T101408_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
233,204.0,11933.0,3681.0,3976.0,10632.0,9648.0,8936.0,9118.0,8184.0,8512.0,7895.0,16151.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1053.0,20191115T101209_20191115T101203_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
234,202.0,6056.0,3602.0,2790.0,5916.0,5260.0,5328.0,5500.0,5387.0,5704.0,5422.0,5464.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,383.0,20190109T101409_20190109T101406_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
235,202.0,6023.0,3602.0,2774.0,5960.0,5280.0,5380.0,5452.0,5398.0,5744.0,5406.0,5258.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,359.0,20190109T101409_20190109T101406_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
236,204.0,6272.0,3415.0,3053.0,5680.0,5988.0,5996.0,6262.0,6150.0,6324.0,6270.0,6838.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,246.0,20191103T102211_20191103T102205_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
237,204.0,11580.0,3686.0,3968.0,10488.0,9544.0,8840.0,8986.0,8149.0,8512.0,7857.0,16090.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,988.0,20191115T101209_20191115T101203_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
238,204.0,14690.0,6466.0,5696.0,14432.0,13664.0,13168.0,13360.0,12557.0,13280.0,12151.0,15813.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,742.0,20191118T102219_20191118T102220_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
239,204.0,15291.0,6441.0,5712.0,15032.0,14120.0,13528.0,13627.0,12750.0,13488.0,12193.0,15902.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,838.0,20191118T102219_20191118T102220_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
240,202.0,8221.0,4621.0,3709.0,8944.0,8392.0,8072.0,8039.0,7701.0,8712.0,7538.0,8578.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,615.0,20190429T101029_20190429T101238_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
241,202.0,10453.0,4345.0,4270.0,9984.0,9520.0,9224.0,9190.0,8781.0,9456.0,8558.0,11977.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,263.0,20190201T102249_20190201T102243_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
242,202.0,10598.0,4367.0,4270.0,10088.0,9560.0,9256.0,9241.0,8784.0,9536.0,8549.0,12039.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,266.0,20190201T102249_20190201T102243_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
243,202.0,7091.0,4355.0,3765.0,7940.0,7728.0,7640.0,7362.0,7266.0,8488.0,7284.0,8011.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,495.0,20190429T101029_20190429T101238_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
244,204.0,6388.0,3399.0,3031.0,5848.0,6124.0,6064.0,6248.0,6215.0,6380.0,6299.0,6813.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,244.0,20191103T102211_20191103T102205_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
245,204.0,13848.0,6580.0,5344.0,12576.0,11496.0,10912.0,11452.0,10598.0,10312.0,10328.0,14603.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1985.0,20190716T102031_20190716T102028_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
246,204.0,13799.0,6513.0,5220.0,12600.0,11504.0,10920.0,11332.0,10484.0,10344.0,10213.0,14539.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1991.0,20190716T102031_20190716T102028_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
247,119.0,5468.0,1968.0,2058.0,5044.0,4820.0,4720.0,4990.0,5290.0,5684.0,5357.0,6664.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,543.0,20190504T101031_20190504T101433_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
248,202.0,10764.0,3405.0,3634.0,9248.0,9328.0,9712.0,9824.0,9669.0,9960.0,9744.0,9035.0,0.0,29.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,47.0,20190203T101221_20190203T101427_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
249,202.0,3575.0,3677.0,3658.0,3466.0,3572.0,3680.0,3851.0,4369.0,4524.0,4465.0,8857.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,529.0,20190310T101019_20190310T101022_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
250,202.0,10833.0,3375.0,3636.0,9240.0,9328.0,9784.0,9804.0,9629.0,10032.0,9733.0,9005.0,0.0,30.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,45.0,20190203T101221_20190203T101427_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
251,202.0,3564.0,3604.0,3630.0,3112.0,3276.0,3498.0,3814.0,4305.0,4376.0,4454.0,8766.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,536.0,20190310T101019_20190310T101022_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
252,143.0,5523.0,1984.0,2072.0,5092.0,4840.0,4776.0,5059.0,5356.0,5712.0,5374.0,6671.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,534.0,20190504T101031_20190504T101433_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
253,204.0,4762.0,2670.0,2906.0,4852.0,5104.0,4936.0,5198.0,5249.0,5688.0,5287.0,8972.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,323.0,20191208T102319_20191208T102419_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
254,204.0,12620.0,3484.0,3839.0,11072.0,9920.0,9184.0,9071.0,8444.0,9176.0,8226.0,11188.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,175.0,20191113T102301_20191113T102419_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
255,204.0,4714.0,2666.0,2888.0,4876.0,5104.0,5044.0,5201.0,5279.0,5704.0,5225.0,8864.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,322.0,20191208T102319_20191208T102419_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
256,202.0,14620.0,6104.0,4828.0,13632.0,12304.0,11960.0,12054.0,11284.0,11936.0,10850.0,16105.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,556.0,20190412T102029_20190412T102028_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
257,204.0,12606.0,3471.0,3782.0,11048.0,9928.0,9152.0,8969.0,8434.0,9144.0,8223.0,9712.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,110.0,20191113T102301_20191113T102419_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
258,202.0,14571.0,6130.0,4894.0,13640.0,12288.0,11952.0,12025.0,11288.0,11952.0,10811.0,16110.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,540.0,20190412T102029_20190412T102028_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
259,202.0,8280.0,5049.0,3485.0,8472.0,8376.0,8488.0,8688.0,8331.0,8656.0,8283.0,8209.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1225.0,20190328T102021_20190328T102023_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
260,204.0,2639.0,2397.0,2360.0,1956.0,1994.0,2008.0,2246.0,2748.0,2718.0,3050.0,2676.0,53.0,0.0,0.0,0.0,1024.0,8.0,199.0,203.0,205.0,83.0,20191230T101421_20191230T101423_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
261,204.0,2556.0,2454.0,2417.0,1898.0,1904.0,2002.0,2293.0,2805.0,2684.0,3080.0,2765.0,53.0,0.0,0.0,0.0,1024.0,8.0,193.0,194.0,204.0,105.0,20191230T101421_20191230T101423_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
262,204.0,2366.0,2102.0,2200.0,2242.0,2344.0,2176.0,2507.0,2899.0,3076.0,2957.0,6780.0,47.0,0.0,0.0,0.0,2048.0,8.0,228.0,239.0,222.0,903.0,20191108T102139_20191108T102508_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
263,202.0,8609.0,5072.0,3493.0,8528.0,8400.0,8448.0,8847.0,8437.0,8624.0,8390.0,8571.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1258.0,20190328T102021_20190328T102023_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
264,204.0,8851.0,2523.0,2649.0,8648.0,8240.0,8000.0,8038.0,8020.0,8480.0,7863.0,10385.0,0.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,389.0,20190807T101029_20190807T101242_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
265,204.0,2637.0,1714.0,1756.0,2404.0,2366.0,2182.0,2513.0,2479.0,2602.0,2486.0,10701.0,48.0,0.0,0.0,0.0,1024.0,8.0,245.0,241.0,222.0,1655.0,20191021T101041_20191021T101549_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
266,204.0,8864.0,2528.0,2659.0,8680.0,8192.0,7964.0,8040.0,7995.0,8496.0,7849.0,10526.0,0.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,402.0,20190807T101029_20190807T101242_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
267,204.0,2582.0,1710.0,1758.0,2382.0,2358.0,2194.0,2508.0,2464.0,2596.0,2499.0,10482.0,47.0,0.0,0.0,0.0,2048.0,8.0,243.0,240.0,223.0,1654.0,20191021T101041_20191021T101549_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
268,204.0,6774.0,3918.0,3548.0,5900.0,5472.0,5200.0,5218.0,5448.0,5576.0,5543.0,4902.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,470.0,20191011T101031_20191011T101027_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
269,202.0,11687.0,6113.0,4618.0,11368.0,10784.0,10656.0,11072.0,10673.0,10624.0,10413.0,11465.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,961.0,20190502T102029_20190502T102223_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
270,204.0,6858.0,3957.0,3594.0,5888.0,5460.0,5224.0,5290.0,5510.0,5600.0,5573.0,5227.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,525.0,20191011T101031_20191011T101027_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
271,202.0,11138.0,6009.0,4550.0,11184.0,10704.0,10672.0,10853.0,10487.0,10648.0,10204.0,11159.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,972.0,20190502T102029_20190502T102223_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
272,204.0,13155.0,6836.0,5282.0,12609.0,11408.0,10352.0,10478.0,9338.0,9960.0,8910.0,10339.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1155.0,20191024T102111_20191024T102420_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
273,204.0,12971.0,6643.0,5081.0,12647.0,11496.0,10504.0,10209.0,9175.0,10080.0,8824.0,9239.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1035.0,20191024T102111_20191024T102420_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
274,204.0,2296.0,2102.0,2209.0,2222.0,2292.0,2178.0,2515.0,2879.0,3094.0,2922.0,6969.0,47.0,0.0,0.0,0.0,2048.0,8.0,226.0,233.0,222.0,952.0,20191108T102139_20191108T102508_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
275,204.0,9602.0,2720.0,3079.0,8832.0,8712.0,8736.0,9220.0,8966.0,9024.0,8769.0,14010.0,92.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,646.0,20190909T102029_20190909T102024_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
276,204.0,9939.0,2724.0,3039.0,9040.0,8848.0,8816.0,9310.0,9099.0,9088.0,8918.0,12358.0,92.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,498.0,20190909T102029_20190909T102024_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
277,204.0,9583.0,2710.0,2784.0,8760.0,7916.0,7292.0,6974.0,6816.0,7228.0,6575.0,6352.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,99.0,20191019T102029_20191019T102031_T33UUU,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
278,204.0,9603.0,2743.0,2853.0,8776.0,7912.0,7304.0,7163.0,6853.0,7228.0,6595.0,8464.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,254.0,20191019T102029_20191019T102031_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
279,202.0,8484.0,3792.0,3089.0,8416.0,8208.0,8048.0,8054.0,7720.0,8400.0,7549.0,8059.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,305.0,20190213T101131_20190213T101125_T32UQD,Liepnitzsee,52.74465268782029,13.496440799469571,"{""type"":""Point"",""coordinates"":[13.496440799469571,52.744652687820285]}"
