system:index,AOT,B1,B12,B2,B3,B4,B5,B6,B7,B8,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
145,102.0,2752.0,2359.0,2996.0,2940.0,2712.0,3022.0,3110.0,3153.0,3362.0,89.0,0.0,0.0,0.0,2048.0,9.0,255.0,255.0,255.0,1021.0,20191128T102259_20191128T102255_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
146,161.0,663.0,522.0,786.0,663.0,660.0,731.0,722.0,674.0,774.0,0.0,0.0,0.0,0.0,2048.0,8.0,80.0,68.0,68.0,670.0,20190119T101339_20190119T101338_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
147,186.0,292.0,340.0,376.0,503.0,424.0,519.0,465.0,477.0,605.0,0.0,0.0,0.0,0.0,2048.0,10.0,39.0,52.0,44.0,1735.0,20190904T102021_20190904T102045_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
148,198.0,271.0,344.0,357.0,464.0,418.0,497.0,442.0,460.0,585.0,0.0,0.0,0.0,0.0,2048.0,10.0,37.0,48.0,43.0,1711.0,20190904T102021_20190904T102045_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
149,156.0,6412.0,3964.0,6332.0,5820.0,5504.0,5520.0,5306.0,5048.0,5600.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1018.0,20191203T102401_20191203T102415_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
150,125.0,507.0,62.0,462.0,483.0,350.0,373.0,265.0,263.0,230.0,0.0,0.0,0.0,0.0,0.0,6.0,47.0,50.0,36.0,1373.0,20190427T102031_20190427T102320_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
151,126.0,5355.0,3007.0,3406.0,3928.0,4488.0,5022.0,5176.0,5130.0,3990.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,513.0,20191215T101329_20191215T101327_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
152,204.0,6303.0,1572.0,6524.0,6396.0,6180.0,6257.0,6111.0,5982.0,6324.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,696.0,20190929T102029_20190929T102023_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
153,204.0,6282.0,1564.0,6508.0,6388.0,6144.0,6244.0,6063.0,5961.0,6352.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,694.0,20190929T102029_20190929T102023_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
154,156.0,5683.0,3304.0,6220.0,5600.0,5180.0,4558.0,4352.0,4175.0,5384.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1019.0,20191203T102401_20191203T102415_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
155,131.0,502.0,66.0,451.0,481.0,343.0,369.0,257.0,262.0,222.0,0.0,0.0,0.0,0.0,0.0,6.0,46.0,49.0,35.0,1378.0,20190427T102031_20190427T102320_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
156,204.0,1275.0,769.0,1396.0,1384.0,1168.0,1405.0,1451.0,1511.0,1594.0,10.0,0.0,0.0,0.0,2048.0,8.0,142.0,141.0,119.0,1625.0,20190820T102029_20190820T102459_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
157,96.0,11507.0,5447.0,10456.0,9640.0,9400.0,9708.0,9287.0,9074.0,9392.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,816.0,20190514T101031_20190514T101441_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
158,108.0,11746.0,5428.0,10576.0,9720.0,9432.0,9618.0,9216.0,9009.0,9408.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,822.0,20190514T101031_20190514T101441_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
159,198.0,1280.0,780.0,1394.0,1358.0,1170.0,1403.0,1465.0,1496.0,1614.0,10.0,0.0,0.0,0.0,2048.0,8.0,142.0,138.0,119.0,1619.0,20190820T102029_20190820T102459_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
160,144.0,5587.0,2905.0,3256.0,3870.0,4488.0,4941.0,5088.0,5091.0,3916.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,517.0,20191215T101329_20191215T101327_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
161,120.0,7516.0,4570.0,6464.0,6044.0,6016.0,7016.0,6795.0,6468.0,6488.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1398.0,20191218T102339_20191218T102427_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
162,120.0,7329.0,4391.0,6480.0,5840.0,5876.0,6744.0,6687.0,6302.0,6540.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1436.0,20191218T102339_20191218T102427_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
163,166.0,10286.0,5116.0,10272.0,9448.0,9464.0,9827.0,9544.0,9418.0,9976.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,613.0,20190325T101021_20190325T101055_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
164,204.0,8855.0,2932.0,9808.0,9752.0,9496.0,9460.0,9201.0,9042.0,9776.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,598.0,20191105T101119_20191105T101115_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
165,167.0,10213.0,5036.0,10072.0,9344.0,9352.0,9707.0,9449.0,9327.0,9904.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,614.0,20190325T101021_20190325T101055_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
166,204.0,9169.0,3420.0,9856.0,9808.0,9632.0,9956.0,9777.0,9724.0,9792.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,598.0,20191105T101119_20191105T101115_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
167,114.0,89.0,59.0,109.0,88.0,109.0,150.0,65.0,48.0,63.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,9.0,12.0,1146.0,20191223T102431_20191223T102430_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
168,202.0,9240.0,4367.0,7852.0,7584.0,7572.0,7995.0,7767.0,7730.0,7484.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,597.0,20190318T102021_20190318T102020_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
169,204.0,2578.0,2997.0,3308.0,3282.0,2952.0,3364.0,3942.0,4154.0,4376.0,94.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,2065.0,20190924T102021_20190924T102418_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
170,113.0,7593.0,2475.0,6656.0,5916.0,5944.0,6027.0,5872.0,5684.0,5876.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,507.0,20190211T102149_20190211T102246_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
171,202.0,9218.0,4460.0,7848.0,7540.0,7572.0,7986.0,7744.0,7732.0,7528.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,577.0,20190318T102021_20190318T102020_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
172,77.0,6029.0,3078.0,6688.0,5840.0,5620.0,5700.0,5504.0,5134.0,6420.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,365.0,20190117T102351_20190117T102347_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
173,167.0,8400.0,3389.0,8352.0,8052.0,8052.0,8265.0,8057.0,7929.0,8520.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,537.0,20190308T102021_20190308T102017_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
174,168.0,,56.0,1.0,1.0,3.0,14.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,1.0,1185.0,20191223T102431_20191223T102430_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
175,204.0,12961.0,1727.0,11376.0,10312.0,9632.0,10198.0,9403.0,8950.0,9168.0,3.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,1820.0,20190616T102031_20190616T102027_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
176,166.0,8261.0,3390.0,8336.0,8052.0,8028.0,8353.0,8080.0,7906.0,8528.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,532.0,20190308T102021_20190308T102017_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
177,125.0,7839.0,2327.0,6764.0,6016.0,5988.0,6080.0,5893.0,5682.0,5900.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,494.0,20190211T102149_20190211T102246_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
178,77.0,6043.0,3195.0,6552.0,5840.0,5628.0,5768.0,5537.0,5191.0,6372.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,342.0,20190117T102351_20190117T102347_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
179,202.0,4503.0,1986.0,4436.0,4160.0,4188.0,4364.0,4330.0,4274.0,4456.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,795.0,20190107T102411_20190107T102405_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
180,204.0,8104.0,3700.0,8052.0,7896.0,7608.0,7879.0,7725.0,7788.0,8164.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,813.0,20190805T102031_20190805T102440_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
181,202.0,4489.0,1949.0,4356.0,4112.0,4156.0,4345.0,4234.0,4212.0,4408.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,792.0,20190107T102411_20190107T102405_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
182,204.0,2544.0,3018.0,3288.0,3250.0,2924.0,3413.0,3984.0,4239.0,4356.0,98.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,2069.0,20190924T102021_20190924T102418_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
183,204.0,8156.0,3667.0,8040.0,7936.0,7676.0,7921.0,7785.0,7793.0,8168.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,838.0,20190805T102031_20190805T102440_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
184,204.0,9092.0,3288.0,8976.0,8776.0,8832.0,8969.0,8747.0,8603.0,9008.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,530.0,20191004T102031_20191004T102025_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
185,204.0,12802.0,1721.0,11256.0,10264.0,9568.0,10114.0,9374.0,8946.0,9144.0,1.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,1778.0,20190616T102031_20190616T102027_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
186,204.0,11554.0,4136.0,10672.0,10928.0,11136.0,12167.0,11690.0,11379.0,11208.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,868.0,20191001T101031_20191001T101058_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
187,138.0,1768.0,975.0,1864.0,1780.0,1594.0,1722.0,1710.0,1714.0,1900.0,26.0,0.0,0.0,0.0,2048.0,8.0,190.0,181.0,162.0,1095.0,20191009T102029_20191009T102303_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
188,204.0,11460.0,4062.0,11288.0,11488.0,11576.0,12021.0,11482.0,11259.0,11672.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,858.0,20191001T101031_20191001T101058_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
189,204.0,8935.0,3273.0,8864.0,8704.0,8744.0,8905.0,8671.0,8559.0,9000.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,523.0,20191004T102031_20191004T102025_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
190,202.0,12083.0,2859.0,11168.0,10392.0,10168.0,10113.0,9631.0,9200.0,10216.0,0.0,83.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,292.0,20190127T102311_20190127T102327_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
191,186.0,1747.0,969.0,1866.0,1770.0,1578.0,1724.0,1704.0,1733.0,1898.0,27.0,0.0,0.0,0.0,2048.0,8.0,190.0,180.0,161.0,1082.0,20191009T102029_20191009T102303_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
192,192.0,696.0,472.0,646.0,480.0,349.0,373.0,413.0,452.0,559.0,0.0,0.0,0.0,0.0,0.0,6.0,66.0,49.0,36.0,541.0,20191228T102339_20191228T102333_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
193,192.0,570.0,412.0,575.0,457.0,326.0,375.0,344.0,387.0,567.0,0.0,0.0,0.0,0.0,0.0,6.0,59.0,47.0,34.0,543.0,20191228T102339_20191228T102333_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
194,202.0,8953.0,3578.0,7572.0,6304.0,5972.0,5960.0,5753.0,5634.0,5876.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,338.0,20190124T101311_20190124T101314_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
195,202.0,4852.0,1947.0,4760.0,4824.0,4920.0,5179.0,5253.0,5263.0,5636.0,0.0,55.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,358.0,20190315T101021_20190315T101043_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
196,202.0,4867.0,1947.0,4776.0,4864.0,4940.0,5165.0,5250.0,5295.0,5604.0,0.0,59.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,345.0,20190315T101021_20190315T101043_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
197,202.0,11993.0,2868.0,11296.0,10392.0,10208.0,10057.0,9540.0,9220.0,10176.0,0.0,92.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,276.0,20190127T102311_20190127T102327_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
198,204.0,8739.0,3779.0,7904.0,6796.0,6123.0,6120.0,5787.0,5501.0,6327.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1165.0,20191123T102341_20191123T102417_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
199,204.0,4909.0,3035.0,4640.0,4848.0,4992.0,5309.0,5608.0,5747.0,5876.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,623.0,20190706T102031_20190706T102357_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
200,126.0,4957.0,3019.0,4676.0,4848.0,4980.0,5291.0,5600.0,5763.0,5824.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,605.0,20190706T102031_20190706T102357_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
201,148.0,591.0,1001.0,681.0,727.0,732.0,853.0,991.0,1073.0,1086.0,5.0,0.0,0.0,0.0,2048.0,10.0,70.0,74.0,75.0,644.0,20190206T102211_20190206T102327_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
202,202.0,8943.0,3519.0,7536.0,6260.0,5948.0,5905.0,5664.0,5527.0,5860.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,338.0,20190124T101311_20190124T101314_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
203,120.0,6837.0,6148.0,7808.0,7232.0,6644.0,7226.0,7227.0,7067.0,7912.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1092.0,20190608T101029_20190608T101032_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
204,204.0,8643.0,4130.0,7848.0,6731.0,6177.0,6216.0,5893.0,5599.0,6389.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1152.0,20191123T102341_20191123T102417_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
205,120.0,7201.0,6200.0,7772.0,7284.0,6640.0,7238.0,7336.0,7203.0,7848.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1102.0,20190608T101029_20190608T101032_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
206,149.0,560.0,993.0,647.0,716.0,724.0,867.0,1042.0,1105.0,1098.0,5.0,0.0,0.0,0.0,2048.0,10.0,66.0,73.0,74.0,629.0,20190206T102211_20190206T102327_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
207,168.0,580.0,488.0,599.0,694.0,659.0,809.0,802.0,809.0,856.0,0.0,0.0,0.0,0.0,2048.0,10.0,61.0,71.0,67.0,563.0,20191031T101141_20191031T101411_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
208,202.0,3612.0,2841.0,2024.0,2020.0,2370.0,2835.0,3040.0,3515.0,2696.0,100.0,0.0,0.0,0.0,1024.0,9.0,206.0,206.0,241.0,692.0,20190112T102409_20190112T102555_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
209,204.0,5146.0,4330.0,4884.0,4952.0,5112.0,5561.0,6049.0,6294.0,6520.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,637.0,20190509T101039_20190509T101033_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
210,168.0,587.0,499.0,576.0,700.0,669.0,795.0,815.0,816.0,861.0,0.0,0.0,0.0,0.0,2048.0,10.0,59.0,72.0,68.0,561.0,20191031T101141_20191031T101411_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
211,202.0,3457.0,2744.0,1938.0,2086.0,2362.0,2633.0,2911.0,3296.0,2698.0,100.0,0.0,0.0,0.0,1024.0,9.0,197.0,212.0,240.0,684.0,20190112T102409_20190112T102555_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
212,204.0,12724.0,5105.0,11816.0,10608.0,10056.0,10491.0,9835.0,9564.0,9824.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1404.0,20190708T101039_20190708T101033_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
213,204.0,4877.0,4298.0,4720.0,4832.0,5016.0,5439.0,5940.0,6235.0,6456.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,612.0,20190509T101039_20190509T101033_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
214,204.0,10161.0,3993.0,9792.0,9768.0,9832.0,10020.0,9719.0,9598.0,9720.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,981.0,20190527T102031_20190527T102026_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
215,204.0,5735.0,3267.0,5592.0,5312.0,5348.0,5659.0,5588.0,5471.0,5768.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,699.0,20191225T101329_20191225T101330_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
216,204.0,5959.0,3234.0,5708.0,5312.0,5288.0,5422.0,5398.0,5383.0,5816.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,727.0,20191225T101329_20191225T101330_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
217,204.0,12740.0,5133.0,11768.0,10576.0,10040.0,10482.0,9817.0,9519.0,9792.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1422.0,20190708T101039_20190708T101033_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
218,144.0,8269.0,4783.0,7624.0,7000.0,6436.0,7004.0,6915.0,6835.0,7416.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1062.0,20190703T101031_20190703T101051_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
219,204.0,10541.0,4023.0,10120.0,9968.0,9984.0,10088.0,9744.0,9624.0,9832.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1055.0,20190527T102031_20190527T102026_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
220,202.0,8209.0,4823.0,8160.0,8164.0,8376.0,8500.0,8358.0,8338.0,8624.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,648.0,20190414T101031_20190414T101248_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
221,204.0,9382.0,2471.0,9104.0,8960.0,8736.0,9037.0,8745.0,8740.0,9064.0,78.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,739.0,20191016T101029_20191016T101025_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
222,132.0,8195.0,4492.0,7352.0,6948.0,6400.0,6785.0,6667.0,6581.0,7384.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1054.0,20190703T101031_20190703T101051_T33UUU,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
223,204.0,7962.0,4453.0,7028.0,6552.0,6496.0,7259.0,7108.0,6839.0,6916.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,849.0,20191218T102339_20191218T102604_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
224,192.0,6622.0,3458.0,6656.0,6312.0,5776.0,6197.0,6189.0,6287.0,6744.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1732.0,20190817T101029_20190817T101605_T32UQD,Netzener_See,52.351448671966835,12.70452365174242,"{""type"":""Point"",""coordinates"":[12.704523651742422,52.351448671966835]}"
