system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,SCL,TCI_R,WVP,id,lake,lat,lon,.geo
247,202.0,8644.0,3269.0,3147.0,8416.0,8440.0,8584.0,8674.0,8578.0,8622.0,8624.0,8601.0,12330.0,0.0,0.0,1024.0,8.0,255.0,892.0,20180830T102021_20180830T102524_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
248,202.0,7814.0,5630.0,5245.0,6934.0,6388.0,6008.0,6465.0,6241.0,6209.0,6108.0,6130.0,8064.0,0.0,0.0,1024.0,9.0,255.0,674.0,20180315T101019_20180315T101038_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
249,202.0,8991.0,5252.0,3805.0,9024.0,8416.0,8224.0,8805.0,8515.0,8205.0,8512.0,7870.0,9314.0,0.0,0.0,1024.0,9.0,255.0,1055.0,20181123T102339_20181123T102334_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
250,202.0,3473.0,2367.0,2294.0,3160.0,3016.0,2810.0,3180.0,3198.0,3062.0,3408.0,3040.0,10365.0,0.0,0.0,1024.0,9.0,255.0,1302.0,20181009T102021_20181009T102559_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
251,202.0,5757.0,4014.0,3300.0,6309.0,6187.0,6408.0,6606.0,6598.0,6705.0,6928.0,6594.0,6903.0,0.0,0.0,1024.0,9.0,255.0,607.0,20180328T102019_20180328T102018_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
252,202.0,9789.0,4744.0,3492.0,9314.0,8894.0,8543.0,8674.0,8333.0,8120.0,7883.0,7962.0,7568.0,0.0,0.0,1024.0,9.0,255.0,829.0,20180313T102021_20180313T102540_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
253,202.0,14494.0,6871.0,5021.0,12864.0,11920.0,11456.0,12068.0,11366.0,11133.0,10856.0,10803.0,14972.0,0.0,0.0,1024.0,9.0,255.0,1904.0,20180706T102019_20180706T102022_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
254,202.0,8321.0,4109.0,3742.0,7968.0,7328.0,6800.0,6913.0,6686.0,6513.0,7020.0,6412.0,9672.0,0.0,0.0,1024.0,9.0,255.0,821.0,20181026T101111_20181026T101108_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
255,191.0,7952.0,2787.0,3077.0,6999.0,6418.0,6049.0,6457.0,6488.0,6412.0,6785.0,6324.0,14544.0,0.0,0.0,1024.0,9.0,255.0,1041.0,20180502T102031_20180502T102434_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
256,190.0,7953.0,2782.0,3073.0,6976.0,6411.0,6042.0,6437.0,6477.0,6404.0,6788.0,6319.0,14527.0,0.0,0.0,1024.0,9.0,255.0,1041.0,20180502T102031_20180502T102434_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
257,202.0,8264.0,4096.0,3778.0,7916.0,7264.0,6740.0,6954.0,6694.0,6494.0,6976.0,6329.0,11425.0,0.0,0.0,1024.0,9.0,255.0,1042.0,20181026T101111_20181026T101108_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
258,202.0,5881.0,4011.0,3298.0,6339.0,6201.0,6413.0,6611.0,6609.0,6720.0,6944.0,6601.0,6917.0,0.0,0.0,1024.0,9.0,255.0,600.0,20180328T102019_20180328T102018_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
259,202.0,3669.0,2346.0,2292.0,3132.0,3024.0,2786.0,3166.0,3160.0,3023.0,3436.0,3008.0,10876.0,0.0,0.0,1024.0,9.0,255.0,1305.0,20181009T102021_20181009T102559_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
260,202.0,7742.0,4357.0,3502.0,7646.0,6959.0,6972.0,7033.0,6905.0,6893.0,7211.0,6936.0,7461.0,0.0,0.0,1024.0,9.0,255.0,364.0,20180119T101331_20180119T101331_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
261,202.0,7220.0,3532.0,2373.0,6748.0,6256.0,6032.0,6036.0,5842.0,5860.0,5648.0,5692.0,5773.0,0.0,0.0,1024.0,9.0,255.0,1419.0,20181004T102019_20181004T102018_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
262,202.0,7221.0,3509.0,2351.0,6700.0,6220.0,5960.0,6007.0,5811.0,5819.0,5620.0,5653.0,5824.0,0.0,0.0,1024.0,9.0,255.0,1419.0,20181004T102019_20181004T102018_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
263,202.0,10277.0,6103.0,4296.0,9440.0,8944.0,8880.0,10246.0,9584.0,9383.0,9024.0,9126.0,11017.0,0.0,0.0,1024.0,9.0,255.0,1437.0,20180613T101019_20180613T101424_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
264,202.0,9589.0,6069.0,4265.0,9216.0,8752.0,8728.0,9968.0,9374.0,9203.0,8968.0,8960.0,10701.0,0.0,0.0,1024.0,9.0,255.0,1419.0,20180613T101019_20180613T101424_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
265,202.0,7594.0,4604.0,3754.0,7282.0,6616.0,6396.0,6540.0,6370.0,6322.0,7090.0,6280.0,5997.0,0.0,0.0,1024.0,9.0,255.0,251.0,20180203T101219_20180203T101237_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
266,202.0,2816.0,1678.0,1596.0,2580.0,2490.0,2256.0,2489.0,2590.0,2623.0,2680.0,2607.0,6326.0,0.0,0.0,2048.0,8.0,230.0,1299.0,20180926T101021_20180926T101020_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
267,202.0,2789.0,1677.0,1593.0,2576.0,2472.0,2250.0,2475.0,2575.0,2612.0,2696.0,2601.0,6163.0,0.0,0.0,2048.0,8.0,229.0,1260.0,20180926T101021_20180926T101020_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
268,202.0,7231.0,2760.0,2588.0,7364.0,7656.0,7652.0,6779.0,6875.0,7161.0,7896.0,7259.0,2986.0,0.0,0.0,1024.0,9.0,255.0,,20181029T102131_20181029T102131_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
269,202.0,7216.0,2747.0,2584.0,7384.0,7632.0,7616.0,6799.0,6882.0,7179.0,7856.0,7237.0,2983.0,0.0,0.0,1024.0,9.0,255.0,,20181029T102131_20181029T102131_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
270,202.0,3532.0,2399.0,2429.0,3190.0,3030.0,2806.0,3335.0,3288.0,3099.0,3428.0,3051.0,15642.0,0.0,0.0,1024.0,9.0,255.0,2329.0,20181009T102021_20181009T102020_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
271,202.0,3721.0,2392.0,2487.0,3150.0,3032.0,2788.0,3382.0,3273.0,3059.0,3440.0,3009.0,15429.0,0.0,0.0,1024.0,9.0,255.0,2840.0,20181009T102021_20181009T102020_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
272,202.0,6888.0,2479.0,2521.0,6744.0,6688.0,6740.0,6441.0,6538.0,6751.0,7464.0,6711.0,4449.0,0.0,0.0,1024.0,8.0,255.0,,20181130T101349_20181130T101352_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
273,202.0,6974.0,2471.0,2520.0,6812.0,6684.0,6700.0,6446.0,6542.0,6766.0,7472.0,6718.0,4458.0,0.0,0.0,1024.0,8.0,255.0,,20181130T101349_20181130T101352_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
274,202.0,6708.0,3647.0,3204.0,6380.0,5412.0,5360.0,5328.0,5486.0,5476.0,5924.0,5495.0,5761.0,0.0,0.0,1024.0,9.0,255.0,306.0,20181223T102429_20181223T102536_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
275,202.0,6704.0,3544.0,2918.0,5672.0,4892.0,4940.0,4935.0,5244.0,5389.0,5596.0,5459.0,2291.0,0.0,0.0,1024.0,9.0,255.0,,20181223T102429_20181223T102536_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
276,202.0,8359.0,5455.0,3959.0,8268.0,8185.0,8089.0,8426.0,8221.0,8158.0,8125.0,8087.0,7755.0,0.0,0.0,1024.0,9.0,255.0,360.0,20180323T102021_20180323T102021_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
277,202.0,4836.0,2792.0,2230.0,3868.0,3941.0,4197.0,4358.0,4406.0,4342.0,4320.0,4475.0,4053.0,0.0,0.0,1024.0,9.0,255.0,124.0,20180129T101251_20180129T101247_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
278,202.0,4786.0,2773.0,2219.0,3843.0,3906.0,4167.0,4328.0,4382.0,4312.0,4311.0,4458.0,4059.0,0.0,0.0,1024.0,9.0,255.0,126.0,20180129T101251_20180129T101247_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
279,202.0,8212.0,4568.0,3790.0,7451.0,6667.0,6357.0,6659.0,6449.0,6369.0,6455.0,6319.0,6472.0,0.0,0.0,1024.0,9.0,255.0,267.0,20180203T101219_20180203T101237_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
