system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,SCL,TCI_R,WVP,id,lake,lat,lon,.geo
85,71.0,352.0,296.0,286.0,393.0,403.0,339.0,354.0,333.0,364.0,399.0,357.0,726.0,0.0,0.0,2048.0,10.0,35.0,854.0,20181031T101139_20181031T101140_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
86,77.0,143.0,110.0,89.0,221.0,220.0,201.0,194.0,99.0,103.0,112.0,83.0,72.0,0.0,0.0,0.0,6.0,21.0,791.0,20181024T102059_20181024T102428_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
87,119.0,118.0,213.0,165.0,348.0,436.0,298.0,286.0,282.0,276.0,599.0,274.0,375.0,0.0,0.0,0.0,6.0,30.0,1045.0,20180422T102031_20180422T102115_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
88,89.0,1198.0,1143.0,1026.0,1340.0,1378.0,1294.0,1451.0,1562.0,1583.0,1682.0,1567.0,3835.0,0.0,0.0,2048.0,8.0,132.0,1696.0,20180904T102019_20180904T102014_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
89,77.0,161.0,112.0,87.0,254.0,225.0,199.0,193.0,94.0,102.0,116.0,79.0,54.0,0.0,0.0,0.0,6.0,21.0,798.0,20181024T102059_20181024T102428_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
90,107.0,172.0,142.0,128.0,138.0,189.0,160.0,192.0,136.0,142.0,116.0,130.0,168.0,0.0,0.0,0.0,6.0,17.0,1324.0,20181006T101021_20181006T101510_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
91,95.0,1173.0,1145.0,1031.0,1346.0,1376.0,1294.0,1467.0,1569.0,1583.0,1682.0,1572.0,3847.0,0.0,0.0,2048.0,8.0,132.0,1708.0,20180904T102019_20180904T102014_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
92,71.0,370.0,294.0,290.0,400.0,410.0,345.0,353.0,334.0,364.0,404.0,357.0,721.0,0.0,0.0,2048.0,10.0,36.0,836.0,20181031T101139_20181031T101140_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
93,173.0,130.0,75.0,128.0,249.0,711.0,327.0,314.0,97.0,101.0,68.0,57.0,1.0,0.0,0.0,0.0,6.0,34.0,2813.0,20180728T101031_20180728T101340_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
94,83.0,455.0,431.0,490.0,254.0,321.0,283.0,345.0,283.0,314.0,325.0,372.0,910.0,0.0,0.0,0.0,6.0,29.0,911.0,20181019T102031_20181019T102029_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
95,107.0,174.0,143.0,127.0,146.0,190.0,152.0,192.0,133.0,141.0,117.0,126.0,166.0,0.0,0.0,0.0,6.0,16.0,1306.0,20181006T101021_20181006T101510_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
96,83.0,381.0,446.0,497.0,261.0,312.0,283.0,350.0,304.0,312.0,315.0,381.0,783.0,0.0,0.0,0.0,6.0,29.0,904.0,20181019T102031_20181019T102029_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
97,137.0,486.0,76.0,66.0,569.0,537.0,386.0,378.0,256.0,255.0,193.0,191.0,171.0,0.0,0.0,0.0,6.0,40.0,1636.0,20180901T101019_20180901T101015_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
98,137.0,484.0,76.0,67.0,561.0,535.0,386.0,381.0,258.0,257.0,206.0,196.0,166.0,0.0,0.0,0.0,6.0,40.0,1649.0,20180901T101019_20180901T101015_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
99,172.0,127.0,76.0,130.0,244.0,725.0,326.0,314.0,100.0,103.0,70.0,60.0,1.0,0.0,0.0,0.0,6.0,34.0,2791.0,20180728T101031_20180728T101340_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
100,202.0,396.0,97.0,76.0,373.0,238.0,155.0,116.0,99.0,117.0,108.0,82.0,39.0,0.0,0.0,0.0,6.0,15.0,384.0,20180114T101349_20180114T101347_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
101,95.0,164.0,110.0,120.0,252.0,482.0,256.0,251.0,109.0,104.0,97.0,93.0,109.0,0.0,0.0,0.0,6.0,27.0,1099.0,20180701T102021_20180701T102404_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
102,95.0,169.0,111.0,123.0,258.0,482.0,255.0,248.0,105.0,107.0,96.0,91.0,115.0,0.0,0.0,0.0,6.0,26.0,1102.0,20180701T102021_20180701T102404_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
103,149.0,4640.0,3601.0,3451.0,4637.0,4054.0,4042.0,4362.0,4485.0,4477.0,4573.0,4540.0,5505.0,0.0,0.0,1024.0,9.0,255.0,334.0,20180226T102019_20180226T102050_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
104,220.0,981.0,981.0,824.0,1184.0,1322.0,1162.0,1348.0,1448.0,1556.0,1650.0,1585.0,2813.0,0.0,0.0,2048.0,10.0,119.0,1563.0,20180812T101019_20180812T101124_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
105,107.0,629.0,159.0,156.0,515.0,272.0,224.0,250.0,195.0,212.0,188.0,195.0,223.0,0.0,0.0,0.0,6.0,23.0,893.0,20181210T101409_20181210T101406_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
106,89.0,2418.0,3114.0,2873.0,2778.0,2752.0,2622.0,3000.0,3367.0,3530.0,3666.0,3573.0,3462.0,0.0,0.0,0.0,9.0,255.0,925.0,20180924T102019_20180924T102016_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
107,220.0,1001.0,979.0,822.0,1166.0,1312.0,1176.0,1355.0,1450.0,1556.0,1650.0,1586.0,2850.0,0.0,0.0,2048.0,10.0,120.0,1568.0,20180812T101019_20180812T101124_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
108,89.0,2494.0,3004.0,2782.0,2554.0,2568.0,2488.0,2861.0,3247.0,3420.0,3458.0,3473.0,3526.0,0.0,0.0,0.0,8.0,253.0,920.0,20180924T102019_20180924T102016_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
109,142.0,4762.0,3585.0,3436.0,4576.0,3999.0,3992.0,4324.0,4459.0,4456.0,4542.0,4525.0,5552.0,0.0,0.0,1024.0,9.0,255.0,332.0,20180226T102019_20180226T102050_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
110,113.0,600.0,166.0,160.0,487.0,262.0,220.0,231.0,194.0,218.0,178.0,198.0,197.0,0.0,0.0,0.0,6.0,23.0,857.0,20181210T101409_20181210T101406_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
111,267.0,11099.0,6866.0,5943.0,10184.0,9056.0,8504.0,9412.0,9214.0,9052.0,8744.0,8854.0,16331.0,0.0,0.0,0.0,9.0,255.0,2087.0,20180817T101021_20180817T101024_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
112,220.0,231.0,90.0,84.0,278.0,378.0,259.0,239.0,198.0,198.0,186.0,179.0,99.0,0.0,0.0,0.0,6.0,26.0,1882.0,20180512T102031_20180512T102148_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
113,65.0,125.0,386.0,291.0,299.0,412.0,359.0,400.0,373.0,365.0,460.0,349.0,405.0,0.0,0.0,2048.0,10.0,36.0,310.0,20180407T102019_20180407T102020_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
114,125.0,1.0,52.0,56.0,112.0,120.0,51.0,40.0,3.0,23.0,19.0,21.0,1.0,0.0,0.0,0.0,6.0,5.0,149.0,20180318T102019_20180318T102016_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
115,137.0,533.0,721.0,702.0,592.0,740.0,728.0,777.0,823.0,862.0,838.0,886.0,2759.0,0.0,0.0,2048.0,10.0,74.0,2350.0,20180911T101019_20180911T101438_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
116,95.0,2883.0,2992.0,2860.0,2958.0,2664.0,2592.0,2930.0,2829.0,2820.0,2732.0,2872.0,2578.0,0.0,0.0,0.0,8.0,255.0,1427.0,20181105T101211_20181105T101404_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
117,137.0,526.0,725.0,701.0,586.0,743.0,724.0,786.0,822.0,858.0,837.0,885.0,2709.0,0.0,0.0,2048.0,10.0,74.0,2350.0,20180911T101019_20180911T101438_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
118,220.0,247.0,88.0,82.0,299.0,380.0,262.0,242.0,199.0,201.0,190.0,180.0,94.0,0.0,0.0,0.0,6.0,26.0,1871.0,20180512T102031_20180512T102148_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
119,95.0,2654.0,2876.0,2749.0,2918.0,2626.0,2518.0,2824.0,2732.0,2726.0,2718.0,2775.0,2275.0,0.0,0.0,0.0,8.0,255.0,1417.0,20181105T101211_20181105T101404_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
120,65.0,131.0,379.0,290.0,304.0,401.0,356.0,397.0,372.0,362.0,465.0,348.0,397.0,0.0,0.0,2048.0,10.0,36.0,308.0,20180407T102019_20180407T102020_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
121,107.0,462.0,390.0,348.0,524.0,823.0,571.0,600.0,428.0,496.0,445.0,431.0,653.0,0.0,0.0,0.0,2.0,59.0,1948.0,20180805T102019_20180805T102019_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
122,113.0,431.0,421.0,370.0,537.0,854.0,604.0,618.0,465.0,530.0,480.0,484.0,541.0,0.0,0.0,0.0,2.0,62.0,1954.0,20180805T102019_20180805T102019_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
123,131.0,1.0,47.0,55.0,98.0,114.0,48.0,30.0,1.0,12.0,9.0,12.0,1.0,0.0,0.0,0.0,6.0,4.0,156.0,20180318T102019_20180318T102016_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
124,77.0,3107.0,3024.0,2909.0,3096.0,2916.0,2880.0,2932.0,2988.0,2968.0,3252.0,3009.0,3373.0,0.0,0.0,1024.0,9.0,255.0,874.0,20181118T102311_20181118T102312_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
125,274.0,11243.0,6902.0,5962.0,10256.0,9176.0,8576.0,9512.0,9296.0,9125.0,8776.0,8930.0,16395.0,0.0,0.0,0.0,9.0,255.0,2065.0,20180817T101021_20180817T101024_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
126,345.0,356.0,202.0,193.0,396.0,473.0,344.0,350.0,292.0,284.0,255.0,250.0,408.0,0.0,0.0,0.0,2.0,35.0,2428.0,20180601T102021_20180601T102024_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
127,202.0,44.0,291.0,235.0,398.0,382.0,297.0,354.0,335.0,334.0,293.0,305.0,306.0,0.0,0.0,0.0,6.0,30.0,597.0,20180325T101019_20180325T101511_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
128,161.0,12875.0,6366.0,5683.0,12920.0,11280.0,10184.0,11262.0,10449.0,10070.0,10880.0,9777.0,15782.0,0.0,0.0,1024.0,9.0,255.0,1965.0,20180618T101021_20180618T101024_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
129,202.0,363.0,289.0,234.0,401.0,383.0,297.0,359.0,337.0,335.0,297.0,306.0,386.0,0.0,0.0,0.0,6.0,30.0,596.0,20180325T101019_20180325T101511_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
130,160.0,13877.0,6288.0,5622.0,12912.0,11328.0,10184.0,11227.0,10376.0,9952.0,10968.0,9685.0,15892.0,0.0,0.0,1024.0,9.0,255.0,1968.0,20180618T101021_20180618T101024_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
131,345.0,333.0,199.0,195.0,390.0,471.0,341.0,354.0,294.0,290.0,261.0,251.0,377.0,0.0,0.0,0.0,2.0,35.0,2353.0,20180601T102021_20180601T102024_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
132,195.0,876.0,785.0,645.0,1140.0,1107.0,937.0,1071.0,1363.0,1444.0,1809.0,1466.0,2413.0,0.0,0.0,2048.0,10.0,95.0,1293.0,20180519T101031_20180519T101207_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
133,214.0,846.0,780.0,644.0,1118.0,1086.0,918.0,1054.0,1340.0,1424.0,1777.0,1440.0,2393.0,0.0,0.0,2048.0,10.0,93.0,1304.0,20180519T101031_20180519T101207_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
134,77.0,3095.0,3131.0,3026.0,3144.0,2988.0,2968.0,3015.0,3104.0,3076.0,3300.0,3099.0,3398.0,0.0,0.0,1024.0,9.0,255.0,885.0,20181118T102311_20181118T102312_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
135,190.0,1276.0,885.0,781.0,1360.0,1556.0,1174.0,1277.0,1301.0,1391.0,1324.0,1379.0,2531.0,0.0,0.0,2048.0,10.0,120.0,1836.0,20180721T102021_20180721T102024_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
136,279.0,161.0,338.0,310.0,326.0,410.0,344.0,347.0,354.0,367.0,374.0,366.0,577.0,0.0,0.0,0.0,2.0,35.0,1649.0,20180517T102019_20180517T102209_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
137,280.0,160.0,338.0,309.0,308.0,401.0,340.0,344.0,346.0,362.0,367.0,358.0,584.0,0.0,0.0,0.0,2.0,34.0,1659.0,20180517T102019_20180517T102209_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
138,89.0,24.0,108.0,103.0,190.0,290.0,187.0,194.0,126.0,160.0,134.0,118.0,52.0,0.0,0.0,0.0,6.0,19.0,1431.0,20180914T102019_20180914T102014_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
139,202.0,7494.0,5542.0,4995.0,7016.0,6576.0,6380.0,6898.0,6771.0,6699.0,6192.0,6686.0,8343.0,0.0,0.0,1024.0,9.0,255.0,2365.0,20180708T101031_20180708T101025_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
140,196.0,7239.0,5442.0,4892.0,6796.0,6408.0,6248.0,6727.0,6624.0,6580.0,6060.0,6568.0,8063.0,0.0,0.0,1024.0,9.0,255.0,2368.0,20180708T101031_20180708T101025_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
141,101.0,2.0,104.0,101.0,171.0,271.0,175.0,183.0,111.0,147.0,126.0,102.0,53.0,0.0,0.0,0.0,6.0,18.0,1424.0,20180914T102019_20180914T102014_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
142,167.0,8373.0,3187.0,2760.0,8079.0,7137.0,7299.0,7523.0,7229.0,7210.0,7809.0,7069.0,7943.0,0.0,0.0,1024.0,9.0,255.0,626.0,20180104T101409_20180104T101403_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
143,202.0,1256.0,881.0,784.0,1340.0,1590.0,1174.0,1270.0,1282.0,1385.0,1316.0,1364.0,2546.0,0.0,0.0,2048.0,10.0,120.0,1875.0,20180721T102021_20180721T102024_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
144,77.0,652.0,1158.0,825.0,1576.0,1028.0,1058.0,1154.0,1109.0,978.0,1606.0,848.0,1003.0,0.0,0.0,0.0,10.0,108.0,827.0,20181203T102359_20181203T102401_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
145,89.0,5965.0,4397.0,4341.0,4896.0,4724.0,4340.0,4901.0,5124.0,5156.0,4760.0,5248.0,10401.0,0.0,0.0,1024.0,9.0,255.0,948.0,20181103T102159_20181103T102338_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
146,101.0,5860.0,4354.0,4348.0,4916.0,4808.0,4428.0,4875.0,5086.0,5134.0,4796.0,5278.0,9898.0,0.0,0.0,1024.0,9.0,255.0,940.0,20181103T102159_20181103T102338_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
147,202.0,12551.0,6112.0,4998.0,12048.0,11160.0,10896.0,11373.0,10969.0,10670.0,10824.0,10385.0,16000.0,0.0,0.0,1024.0,9.0,255.0,1164.0,20180825T102019_20180825T102015_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
148,125.0,10689.0,6799.0,5465.0,9912.0,9480.0,9496.0,10064.0,9718.0,9487.0,9544.0,9361.0,15690.0,0.0,0.0,1024.0,9.0,255.0,1416.0,20180623T101029_20180623T101139_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
149,202.0,11112.0,4746.0,3197.0,11024.0,10144.0,9816.0,10533.0,10005.0,9889.0,9432.0,9511.0,15723.0,0.0,0.0,1024.0,9.0,255.0,2245.0,20180815T102019_20180815T102017_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
150,125.0,10516.0,6795.0,5422.0,9776.0,9448.0,9464.0,9994.0,9657.0,9428.0,9568.0,9341.0,15659.0,0.0,0.0,1024.0,9.0,255.0,1381.0,20180623T101029_20180623T101139_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
151,77.0,652.0,1117.0,764.0,1500.0,961.0,1118.0,1157.0,1045.0,950.0,1526.0,816.0,1049.0,0.0,0.0,0.0,10.0,114.0,804.0,20181203T102359_20181203T102401_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
152,191.0,12387.0,6053.0,5006.0,11824.0,10976.0,10736.0,11214.0,10835.0,10573.0,10784.0,10342.0,15975.0,0.0,0.0,1024.0,9.0,255.0,1124.0,20180825T102019_20180825T102015_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
153,125.0,11579.0,4576.0,3088.0,9928.0,9320.0,9168.0,9921.0,9492.0,9421.0,8904.0,9090.0,15785.0,0.0,0.0,1024.0,9.0,255.0,2243.0,20180815T102019_20180815T102017_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
154,202.0,4526.0,2723.0,2049.0,4479.0,4388.0,4392.0,4701.0,4675.0,4484.0,5186.0,4335.0,4427.0,0.0,0.0,1024.0,9.0,255.0,482.0,20180211T102141_20180211T102559_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
155,268.0,150.0,218.0,240.0,266.0,684.0,388.0,417.0,174.0,190.0,177.0,143.0,291.0,0.0,0.0,2048.0,6.0,40.0,2006.0,20180718T101031_20180718T101539_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
156,202.0,4395.0,2751.0,2060.0,4473.0,4395.0,4365.0,4714.0,4719.0,4543.0,5210.0,4405.0,4798.0,0.0,0.0,1024.0,9.0,255.0,495.0,20180211T102141_20180211T102559_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
157,167.0,8206.0,4331.0,3816.0,8208.0,7568.0,7188.0,7576.0,7369.0,7200.0,7504.0,7051.0,12616.0,0.0,0.0,1024.0,9.0,255.0,1318.0,20180810T102021_20180810T102023_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
158,202.0,7327.0,4437.0,3634.0,6496.0,6032.0,5680.0,5987.0,5993.0,5984.0,6108.0,5973.0,12240.0,0.0,0.0,1024.0,9.0,255.0,2057.0,20180626T102019_20180626T102022_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
159,261.0,165.0,219.0,239.0,261.0,697.0,388.0,422.0,186.0,205.0,185.0,160.0,321.0,0.0,0.0,2048.0,6.0,40.0,2021.0,20180718T101031_20180718T101539_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
160,113.0,8220.0,4262.0,3786.0,7656.0,7084.0,6832.0,7229.0,7069.0,6949.0,7256.0,6839.0,12602.0,0.0,0.0,1024.0,9.0,255.0,1322.0,20180810T102021_20180810T102023_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
161,202.0,3814.0,2734.0,2047.0,4340.0,4308.0,4314.0,4680.0,4634.0,4458.0,5113.0,4329.0,5228.0,0.0,0.0,1024.0,9.0,255.0,466.0,20180211T102141_20180211T102139_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
162,113.0,2853.0,1490.0,1427.0,2707.0,2508.0,2424.0,2640.0,2721.0,2739.0,2933.0,2719.0,4375.0,0.0,0.0,1024.0,8.0,247.0,630.0,20180330T101021_20180330T101439_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
163,202.0,3911.0,2707.0,2038.0,4289.0,4263.0,4317.0,4663.0,4585.0,4397.0,5081.0,4268.0,5203.0,0.0,0.0,1024.0,9.0,255.0,450.0,20180211T102141_20180211T102139_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
164,202.0,7458.0,4456.0,3705.0,6552.0,6020.0,5680.0,6003.0,6000.0,6034.0,6092.0,6027.0,12239.0,0.0,0.0,1024.0,9.0,255.0,2094.0,20180626T102019_20180626T102022_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
165,125.0,2260.0,772.0,584.0,1726.0,1288.0,1036.0,1095.0,1129.0,1152.0,1260.0,1142.0,1335.0,0.0,0.0,1024.0,6.0,106.0,737.0,20181230T101429_20181230T101429_T33UUU,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
166,125.0,2318.0,752.0,559.0,1714.0,1270.0,982.0,1073.0,1089.0,1110.0,1256.0,1099.0,1354.0,0.0,0.0,1024.0,6.0,100.0,737.0,20181230T101429_20181230T101429_T32UQD,Ruppiner_See,52.89464873174159,12.811815056113675,"{""type"":""Point"",""coordinates"":[12.811815056113678,52.89464873174159]}"
