system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,QA10,QA20,QA60,SCL,WVP,id,lake,lat,lon,.geo
15,95.0,104.0,18.0,22.0,123.0,115.0,51.0,24.0,18.0,29.0,19.0,4.0,3.0,0.0,0.0,0.0,6.0,1018.0,20181014T102019_20181014T102019_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
16,83.0,1.0,34.0,34.0,92.0,143.0,66.0,65.0,37.0,37.0,37.0,29.0,23.0,0.0,0.0,0.0,6.0,1584.0,20180822T101019_20180822T101321_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
17,89.0,96.0,22.0,23.0,138.0,123.0,53.0,31.0,18.0,29.0,17.0,5.0,,0.0,0.0,0.0,6.0,1015.0,20181014T102019_20181014T102019_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
18,83.0,104.0,58.0,45.0,126.0,175.0,77.0,81.0,63.0,82.0,65.0,68.0,52.0,0.0,0.0,0.0,6.0,1411.0,20180807T101021_20180807T101024_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
19,107.0,222.0,96.0,64.0,218.0,285.0,169.0,176.0,221.0,236.0,205.0,204.0,176.0,0.0,0.0,0.0,2.0,1507.0,20180608T101021_20180608T101024_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
20,196.0,8670.0,843.0,930.0,8353.0,8315.0,8552.0,8853.0,8705.0,8459.0,8391.0,8232.0,8105.0,0.0,0.0,0.0,10.0,319.0,20180303T102021_20180303T102019_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
21,83.0,1.0,34.0,34.0,89.0,142.0,67.0,63.0,37.0,37.0,37.0,30.0,25.0,0.0,0.0,0.0,6.0,1607.0,20180822T101019_20180822T101321_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
22,71.0,112.0,50.0,39.0,142.0,185.0,86.0,86.0,65.0,66.0,59.0,56.0,84.0,0.0,0.0,0.0,6.0,1500.0,20180529T101031_20180529T101225_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
23,77.0,100.0,60.0,44.0,125.0,176.0,78.0,84.0,71.0,91.0,75.0,76.0,47.0,0.0,0.0,0.0,6.0,1405.0,20180807T101021_20180807T101024_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
24,71.0,109.0,35.0,34.0,153.0,138.0,49.0,44.0,9.0,33.0,20.0,14.0,2.0,0.0,0.0,0.0,6.0,1321.0,20180507T102019_20180507T102022_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
25,71.0,129.0,74.0,66.0,176.0,154.0,76.0,67.0,15.0,49.0,36.0,38.0,26.0,0.0,0.0,0.0,6.0,1179.0,20180606T102019_20180606T102512_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
26,89.0,165.0,27.0,17.0,136.0,131.0,56.0,49.0,23.0,29.0,9.0,12.0,1.0,0.0,0.0,0.0,6.0,1483.0,20181006T101021_20181006T101510_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
27,89.0,159.0,26.0,17.0,130.0,130.0,53.0,49.0,19.0,26.0,6.0,9.0,1.0,0.0,0.0,0.0,6.0,1490.0,20181006T101021_20181006T101510_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
28,71.0,106.0,50.0,39.0,137.0,184.0,85.0,84.0,64.0,66.0,58.0,56.0,72.0,0.0,0.0,0.0,6.0,1524.0,20180529T101031_20180529T101225_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
29,71.0,123.0,34.0,34.0,152.0,135.0,50.0,44.0,9.0,32.0,19.0,10.0,12.0,0.0,0.0,0.0,6.0,1321.0,20180507T102019_20180507T102022_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
30,71.0,128.0,74.0,65.0,177.0,152.0,75.0,65.0,18.0,50.0,36.0,39.0,22.0,0.0,0.0,0.0,6.0,1191.0,20180606T102019_20180606T102512_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
31,101.0,167.0,22.0,33.0,207.0,153.0,69.0,55.0,15.0,18.0,9.0,10.0,1.0,0.0,0.0,0.0,6.0,829.0,20181011T101019_20181011T101020_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
32,95.0,229.0,24.0,33.0,211.0,163.0,77.0,65.0,32.0,37.0,31.0,30.0,1.0,0.0,0.0,0.0,6.0,826.0,20181011T101019_20181011T101020_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
33,119.0,173.0,229.0,189.0,235.0,322.0,237.0,249.0,268.0,279.0,263.0,285.0,293.0,0.0,0.0,0.0,2.0,1660.0,20180509T101031_20180509T101027_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
34,113.0,172.0,230.0,190.0,242.0,329.0,238.0,252.0,275.0,286.0,271.0,292.0,295.0,0.0,0.0,0.0,2.0,1658.0,20180509T101031_20180509T101027_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
35,107.0,346.0,22.0,36.0,294.0,132.0,79.0,50.0,15.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,896.0,20181205T101401_20181205T101359_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
36,119.0,2812.0,711.0,692.0,3080.0,3008.0,2968.0,3088.0,2984.0,2957.0,2878.0,2856.0,2509.0,0.0,0.0,0.0,8.0,202.0,20180223T101019_20180223T101508_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
37,113.0,427.0,20.0,35.0,280.0,121.0,70.0,40.0,13.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,827.0,20181205T101401_20181205T101359_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
38,113.0,332.0,21.0,37.0,295.0,113.0,70.0,42.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,837.0,20181205T101401_20181205T101359_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
39,107.0,218.0,96.0,65.0,217.0,281.0,168.0,174.0,221.0,236.0,205.0,204.0,186.0,0.0,0.0,0.0,2.0,1519.0,20180608T101021_20180608T101024_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
40,107.0,339.0,24.0,39.0,304.0,124.0,79.0,54.0,17.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,901.0,20181205T101401_20181205T101359_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
41,119.0,188.0,,9.0,146.0,60.0,25.0,2.0,1.0,,1.0,1.0,,0.0,0.0,0.0,6.0,513.0,20181128T102351_20181128T102346_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
42,89.0,331.0,3.0,15.0,207.0,127.0,78.0,67.0,42.0,41.0,17.0,21.0,2.0,0.0,0.0,0.0,6.0,505.0,20181128T102351_20181128T102346_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
43,119.0,163.0,122.0,86.0,211.0,287.0,179.0,205.0,230.0,235.0,211.0,201.0,279.0,0.0,0.0,0.0,6.0,1560.0,20180419T101031_20180419T101457_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
44,101.0,223.0,1.0,13.0,174.0,99.0,56.0,45.0,9.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,548.0,20181128T102351_20181128T102346_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
45,160.0,164.0,202.0,134.0,208.0,272.0,211.0,222.0,262.0,272.0,289.0,285.0,325.0,0.0,0.0,0.0,2.0,1132.0,20180409T101031_20180409T101343_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
46,101.0,224.0,1.0,13.0,182.0,96.0,56.0,43.0,9.0,18.0,1.0,,,0.0,0.0,0.0,6.0,551.0,20181128T102351_20181128T102346_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
47,125.0,165.0,120.0,84.0,204.0,285.0,175.0,201.0,225.0,228.0,205.0,196.0,279.0,0.0,0.0,0.0,6.0,1556.0,20180419T101031_20180419T101457_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
48,161.0,162.0,203.0,135.0,204.0,276.0,207.0,224.0,271.0,283.0,298.0,291.0,336.0,0.0,0.0,0.0,2.0,1128.0,20180409T101031_20180409T101343_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
49,95.0,1.0,31.0,33.0,92.0,140.0,62.0,54.0,20.0,19.0,26.0,13.0,1.0,0.0,0.0,0.0,6.0,1514.0,20180822T101019_20180822T101321_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
50,95.0,1.0,30.0,33.0,92.0,140.0,62.0,52.0,14.0,12.0,16.0,7.0,1.0,0.0,0.0,0.0,6.0,1499.0,20180822T101019_20180822T101321_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
51,65.0,51.0,34.0,34.0,173.0,149.0,57.0,46.0,9.0,32.0,23.0,13.0,1.0,0.0,0.0,0.0,6.0,1253.0,20180507T102019_20180507T102022_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
52,101.0,78.0,53.0,44.0,108.0,163.0,68.0,67.0,34.0,50.0,42.0,37.0,43.0,0.0,0.0,0.0,6.0,1680.0,20180807T101021_20180807T101024_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
53,95.0,83.0,54.0,43.0,112.0,164.0,68.0,68.0,35.0,50.0,39.0,38.0,30.0,0.0,0.0,0.0,6.0,1679.0,20180807T101021_20180807T101024_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
54,65.0,35.0,36.0,34.0,128.0,136.0,56.0,45.0,12.0,36.0,30.0,19.0,4.0,0.0,0.0,0.0,6.0,1242.0,20180507T102019_20180507T102022_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
55,107.0,197.0,36.0,34.0,147.0,186.0,72.0,74.0,37.0,30.0,14.0,17.0,,0.0,0.0,0.0,6.0,2569.0,20180731T102021_20180731T102024_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
56,107.0,188.0,35.0,34.0,146.0,185.0,72.0,75.0,38.0,32.0,14.0,23.0,,0.0,0.0,0.0,6.0,2583.0,20180731T102021_20180731T102024_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
57,71.0,69.0,54.0,27.0,178.0,201.0,105.0,93.0,56.0,65.0,67.0,39.0,43.0,0.0,0.0,0.0,6.0,1372.0,20180524T101019_20180524T101022_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
58,65.0,110.0,64.0,50.0,161.0,198.0,118.0,109.0,110.0,113.0,103.0,98.0,94.0,0.0,0.0,0.0,6.0,1598.0,20180429T101031_20180429T101258_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
59,71.0,141.0,73.0,65.0,190.0,158.0,78.0,63.0,8.0,42.0,29.0,30.0,17.0,0.0,0.0,0.0,6.0,1154.0,20180606T102019_20180606T102512_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
60,71.0,137.0,49.0,38.0,159.0,193.0,86.0,80.0,53.0,55.0,50.0,46.0,49.0,0.0,0.0,0.0,6.0,1344.0,20180529T101031_20180529T101225_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
61,89.0,152.0,115.0,95.0,278.0,294.0,187.0,194.0,190.0,206.0,179.0,174.0,178.0,0.0,0.0,0.0,6.0,1556.0,20180514T101029_20180514T101052_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
62,59.0,19.0,52.0,31.0,122.0,144.0,71.0,62.0,60.0,65.0,70.0,60.0,92.0,0.0,0.0,0.0,6.0,780.0,20180504T101029_20180504T101023_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
63,172.0,95.0,106.0,79.0,164.0,249.0,143.0,153.0,170.0,175.0,158.0,149.0,196.0,0.0,0.0,0.0,6.0,1500.0,20180419T101031_20180419T101457_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
64,107.0,230.0,97.0,65.0,231.0,290.0,173.0,176.0,223.0,239.0,208.0,207.0,172.0,0.0,0.0,0.0,2.0,1430.0,20180608T101021_20180608T101024_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
65,65.0,110.0,66.0,49.0,158.0,195.0,119.0,109.0,113.0,115.0,107.0,100.0,97.0,0.0,0.0,0.0,6.0,1601.0,20180429T101031_20180429T101258_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
66,77.0,130.0,48.0,38.0,152.0,188.0,85.0,80.0,53.0,52.0,51.0,42.0,59.0,0.0,0.0,0.0,6.0,1374.0,20180529T101031_20180529T101225_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
67,71.0,129.0,74.0,64.0,186.0,158.0,78.0,63.0,9.0,44.0,39.0,35.0,13.0,0.0,0.0,0.0,6.0,1177.0,20180606T102019_20180606T102512_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
68,71.0,70.0,54.0,27.0,176.0,200.0,102.0,94.0,57.0,67.0,56.0,40.0,39.0,0.0,0.0,0.0,6.0,1371.0,20180524T101019_20180524T101022_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
69,107.0,230.0,98.0,64.0,228.0,292.0,173.0,179.0,229.0,245.0,215.0,213.0,163.0,0.0,0.0,0.0,2.0,1430.0,20180608T101021_20180608T101024_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
70,173.0,96.0,107.0,78.0,160.0,251.0,143.0,152.0,175.0,180.0,167.0,157.0,198.0,0.0,0.0,0.0,6.0,1491.0,20180419T101031_20180419T101457_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
71,59.0,10.0,52.0,31.0,120.0,141.0,74.0,62.0,63.0,67.0,76.0,62.0,105.0,0.0,0.0,0.0,6.0,804.0,20180504T101029_20180504T101023_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
72,142.0,158.0,224.0,190.0,229.0,315.0,228.0,224.0,218.0,226.0,221.0,243.0,262.0,0.0,0.0,0.0,2.0,1780.0,20180509T101031_20180509T101027_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
73,124.0,196.0,27.0,32.0,144.0,178.0,63.0,54.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,6.0,2504.0,20180731T102021_20180731T102024_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
74,83.0,165.0,35.0,33.0,159.0,165.0,72.0,57.0,35.0,42.0,36.0,56.0,,0.0,0.0,0.0,6.0,1665.0,20180909T102021_20180909T102205_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
75,83.0,169.0,35.0,34.0,161.0,167.0,73.0,58.0,26.0,39.0,27.0,53.0,3.0,0.0,0.0,0.0,6.0,1658.0,20180909T102021_20180909T102205_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
76,89.0,162.0,115.0,95.0,278.0,296.0,189.0,194.0,190.0,206.0,179.0,173.0,183.0,0.0,0.0,0.0,6.0,1541.0,20180514T101029_20180514T101052_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
77,131.0,182.0,27.0,31.0,134.0,172.0,59.0,47.0,1.0,1.0,1.0,1.0,,0.0,0.0,0.0,6.0,2509.0,20180731T102021_20180731T102024_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
78,149.0,144.0,224.0,190.0,217.0,305.0,226.0,220.0,216.0,224.0,221.0,244.0,268.0,0.0,0.0,0.0,2.0,1794.0,20180509T101031_20180509T101027_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
79,77.0,158.0,40.0,27.0,159.0,126.0,39.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1311.0,20181021T101039_20181021T101201_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
80,77.0,114.0,37.0,28.0,154.0,120.0,39.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,6.0,1315.0,20181021T101039_20181021T101201_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
81,166.0,11.0,35.0,26.0,120.0,148.0,73.0,57.0,5.0,21.0,1.0,1.0,,0.0,0.0,0.0,7.0,2969.0,20180726T102019_20180726T102150_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
82,166.0,23.0,34.0,26.0,119.0,153.0,75.0,57.0,10.0,19.0,1.0,,2.0,0.0,0.0,0.0,7.0,2970.0,20180726T102019_20180726T102150_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
83,185.0,105.0,43.0,37.0,142.0,185.0,96.0,75.0,43.0,38.0,19.0,27.0,1.0,0.0,0.0,0.0,6.0,1954.0,20180906T101021_20180906T101022_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
84,89.0,174.0,116.0,95.0,294.0,305.0,193.0,196.0,193.0,210.0,184.0,178.0,154.0,0.0,0.0,0.0,6.0,1330.0,20180514T101029_20180514T101052_T33UUU,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
85,71.0,73.0,62.0,49.0,131.0,180.0,109.0,103.0,101.0,104.0,92.0,88.0,86.0,0.0,0.0,0.0,6.0,1589.0,20180429T101031_20180429T101258_T33UUV,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
86,95.0,166.0,117.0,95.0,287.0,303.0,192.0,197.0,199.0,217.0,190.0,183.0,153.0,0.0,0.0,0.0,6.0,1340.0,20180514T101029_20180514T101052_T32UQD,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
87,71.0,79.0,63.0,48.0,133.0,179.0,110.0,103.0,102.0,104.0,92.0,88.0,91.0,0.0,0.0,0.0,6.0,1587.0,20180429T101031_20180429T101258_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
88,172.0,119.0,194.0,131.0,179.0,251.0,187.0,202.0,240.0,250.0,266.0,260.0,340.0,0.0,0.0,0.0,2.0,1226.0,20180409T101031_20180409T101343_T32UQE,Wummsee,53.18663317442364,12.799407780830178,"{""type"":""Point"",""coordinates"":[12.799407780830176,53.18663317442364]}"
