system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B7,B8,B8A,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
266,167.0,7787.0,5539.0,4389.0,8728.0,8148.0,8192.0,8220.0,8102.0,8968.0,8078.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,537.0,20190308T102021_20190308T102017_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
267,168.0,2760.0,2305.0,2150.0,3142.0,2584.0,2624.0,2774.0,2585.0,3288.0,2520.0,69.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,1185.0,20191223T102431_20191223T102430_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
268,204.0,10483.0,1703.0,1955.0,9504.0,8624.0,8032.0,8440.0,7701.0,7912.0,7443.0,0.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,1820.0,20190616T102031_20190616T102027_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
269,204.0,96.0,1094.0,909.0,326.0,533.0,798.0,1087.0,1297.0,1072.0,1363.0,16.0,0.0,0.0,0.0,2048.0,10.0,34.0,55.0,82.0,645.0,20191105T101119_20191105T101115_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
270,166.0,8737.0,5698.0,4585.0,8680.0,8136.0,8140.0,8378.0,8292.0,8952.0,8245.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,532.0,20190308T102021_20190308T102017_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
271,125.0,3308.0,2034.0,1650.0,3274.0,2624.0,2220.0,2122.0,1931.0,3216.0,1926.0,46.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,226.0,494.0,20190211T102149_20190211T102246_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
272,77.0,6149.0,2550.0,2864.0,5752.0,5732.0,5712.0,5738.0,5595.0,5892.0,5546.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,342.0,20190117T102351_20190117T102347_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
273,112.0,8633.0,6158.0,5199.0,7160.0,6788.0,7140.0,7810.0,7634.0,7044.0,7396.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,651.0,20190305T101021_20190305T101019_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
274,202.0,3579.0,1874.0,1193.0,3340.0,3094.0,2946.0,3078.0,2960.0,3094.0,2950.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,795.0,20190107T102411_20190107T102405_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
275,142.0,213.0,608.0,697.0,196.0,165.0,306.0,388.0,714.0,593.0,836.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,17.0,32.0,449.0,20190221T102039_20190221T102520_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
276,204.0,8384.0,5316.0,4327.0,7940.0,7748.0,7560.0,7827.0,7617.0,7892.0,7557.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,813.0,20190805T102031_20190805T102440_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
277,168.0,51.0,376.0,99.0,430.0,369.0,264.0,334.0,314.0,521.0,76.0,0.0,0.0,0.0,0.0,0.0,6.0,44.0,38.0,27.0,1913.0,20190810T102029_20190810T102030_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
278,126.0,2770.0,2274.0,2120.0,3078.0,2532.0,2566.0,2698.0,2536.0,3216.0,2482.0,69.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,1100.0,20191223T102431_20191223T102430_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
279,202.0,3614.0,1835.0,1165.0,3338.0,3082.0,2950.0,3027.0,2928.0,3096.0,2923.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,792.0,20190107T102411_20190107T102405_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
280,204.0,12478.0,7266.0,5681.0,11808.0,11000.0,10280.0,10402.0,9628.0,9792.0,9398.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2069.0,20190924T102021_20190924T102418_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
281,204.0,9193.0,2503.0,2681.0,9000.0,8664.0,8304.0,8341.0,8193.0,8432.0,8039.0,0.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,537.0,20191016T101029_20191016T101025_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
282,204.0,8421.0,5312.0,4318.0,7948.0,7752.0,7584.0,7847.0,7620.0,7900.0,7523.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,838.0,20190805T102031_20190805T102440_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
283,204.0,5472.0,3836.0,3460.0,5660.0,5860.0,5948.0,6064.0,6083.0,6268.0,6100.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,530.0,20191004T102031_20191004T102025_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
284,201.0,7291.0,2017.0,2067.0,7132.0,6432.0,6484.0,6770.0,6555.0,6960.0,6358.0,0.0,65.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,449.0,20190109T101409_20190109T101406_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
285,204.0,10323.0,1703.0,1955.0,9416.0,8576.0,8004.0,8398.0,7676.0,7892.0,7440.0,0.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,1778.0,20190616T102031_20190616T102027_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
286,204.0,4635.0,2915.0,2259.0,4984.0,4536.0,4712.0,5228.0,5061.0,5380.0,4877.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,701.0,20191218T102339_20191218T102604_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
287,204.0,5323.0,4292.0,3035.0,5352.0,5372.0,5400.0,5408.0,5636.0,5768.0,5767.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,868.0,20191001T101031_20191001T101058_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
288,138.0,705.0,568.0,562.0,545.0,618.0,559.0,621.0,751.0,635.0,829.0,0.0,0.0,0.0,0.0,2048.0,10.0,56.0,63.0,57.0,1095.0,20191009T102029_20191009T102303_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
289,204.0,5040.0,4260.0,2975.0,5192.0,5268.0,5368.0,5383.0,5614.0,5844.0,5794.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,858.0,20191001T101031_20191001T101058_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
290,204.0,7543.0,7935.0,8243.0,8752.0,8036.0,8216.0,8625.0,8320.0,9520.0,8364.0,67.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,429.0,20191228T102339_20191228T102333_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
291,204.0,5323.0,3839.0,3462.0,5568.0,5796.0,5904.0,6003.0,6063.0,6276.0,6066.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,523.0,20191004T102031_20191004T102025_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
292,202.0,6974.0,3106.0,3040.0,7196.0,7204.0,7148.0,7179.0,7267.0,7780.0,7188.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,292.0,20190127T102311_20190127T102327_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
293,186.0,613.0,571.0,568.0,443.0,547.0,507.0,576.0,709.0,566.0,796.0,0.0,0.0,0.0,0.0,2048.0,10.0,46.0,56.0,52.0,1082.0,20191009T102029_20191009T102303_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
294,192.0,6442.0,7794.0,8103.0,8568.0,7832.0,8056.0,8399.0,8053.0,9288.0,8108.0,82.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,541.0,20191228T102339_20191228T102333_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
295,192.0,7565.0,7947.0,8340.0,8688.0,7964.0,8156.0,8661.0,8266.0,9408.0,8268.0,67.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,543.0,20191228T102339_20191228T102333_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
296,202.0,9700.0,4054.0,3502.0,7968.0,6564.0,6172.0,6257.0,5831.0,5840.0,5651.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,338.0,20190124T101311_20190124T101314_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
297,202.0,2697.0,3026.0,2641.0,2762.0,3204.0,3438.0,3592.0,4081.0,4480.0,4276.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,358.0,20190315T101021_20190315T101043_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
298,202.0,2275.0,3125.0,2751.0,2768.0,3196.0,3454.0,3739.0,4243.0,4464.0,4466.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,345.0,20190315T101021_20190315T101043_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
299,124.0,5785.0,4635.0,4042.0,5488.0,4940.0,4964.0,5251.0,5199.0,5292.0,5173.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,423.0,20190129T101259_20190129T101440_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
300,202.0,7064.0,3088.0,3019.0,7204.0,7212.0,7128.0,7153.0,7265.0,7736.0,7147.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,276.0,20190127T102311_20190127T102327_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
301,201.0,5316.0,5132.0,4058.0,6004.0,6156.0,6540.0,6524.0,6625.0,7088.0,6669.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,802.0,20190429T101029_20190429T101238_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
302,204.0,10219.0,4347.0,3307.0,10880.0,11152.0,11136.0,11152.0,10783.0,11504.0,10514.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,600.0,20190929T102029_20190929T102023_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
303,204.0,8263.0,5584.0,5694.0,6456.0,6208.0,6016.0,6990.0,7078.0,5772.0,7258.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1165.0,20191123T102341_20191123T102417_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
304,204.0,5560.0,3930.0,3536.0,5768.0,5952.0,6056.0,6142.0,6201.0,6400.0,6206.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,506.0,20191004T102031_20191004T102025_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
305,204.0,6504.0,4198.0,3400.0,6700.0,6708.0,6616.0,6893.0,7043.0,7580.0,7033.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,623.0,20190706T102031_20190706T102357_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
306,126.0,6416.0,4131.0,3362.0,6476.0,6548.0,6488.0,6767.0,6912.0,7460.0,6907.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,605.0,20190706T102031_20190706T102357_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
307,136.0,3640.0,3181.0,2847.0,3802.0,3918.0,3984.0,4247.0,4601.0,4796.0,4753.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,512.0,20190315T101021_20190315T101043_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
308,204.0,5931.0,4701.0,3432.0,5464.0,5868.0,5996.0,6275.0,6811.0,6860.0,6895.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,842.0,20190527T102031_20190527T102026_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
309,148.0,73.0,313.0,321.0,243.0,302.0,261.0,321.0,292.0,458.0,312.0,0.0,0.0,0.0,0.0,2048.0,10.0,25.0,31.0,27.0,644.0,20190206T102211_20190206T102327_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
310,202.0,9926.0,3885.0,3309.0,8016.0,6576.0,6164.0,6077.0,5675.0,5860.0,5417.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,338.0,20190124T101311_20190124T101314_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
311,120.0,12359.0,3510.0,3511.0,12472.0,11280.0,10664.0,10760.0,9662.0,11104.0,9608.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1092.0,20190608T101029_20190608T101032_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
312,204.0,7890.0,1655.0,1910.0,7876.0,7760.0,7572.0,7740.0,7589.0,8056.0,7475.0,0.0,100.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,501.0,20190731T102029_20190731T102031_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
313,204.0,9318.0,5149.0,5122.0,6408.0,6166.0,6079.0,6439.0,6552.0,5771.0,6625.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1152.0,20191123T102341_20191123T102417_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
314,120.0,12111.0,3356.0,3577.0,12440.0,11288.0,10680.0,10603.0,9663.0,11112.0,9658.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1102.0,20190608T101029_20190608T101032_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
315,149.0,58.0,326.0,309.0,234.0,297.0,257.0,344.0,297.0,453.0,317.0,0.0,0.0,0.0,0.0,2048.0,10.0,24.0,31.0,27.0,629.0,20190206T102211_20190206T102327_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
316,204.0,5166.0,4188.0,3351.0,5436.0,5468.0,5744.0,5916.0,6166.0,6484.0,6342.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,661.0,20190815T102031_20190815T102026_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
317,168.0,383.0,358.0,335.0,324.0,401.0,413.0,467.0,458.0,530.0,477.0,0.0,0.0,0.0,0.0,2048.0,10.0,33.0,41.0,42.0,563.0,20191031T101141_20191031T101411_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
318,204.0,7244.0,2512.0,2894.0,7652.0,7804.0,7972.0,8157.0,8067.0,8528.0,8009.0,0.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,607.0,20190909T102029_20190909T102024_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
319,202.0,7009.0,4220.0,3209.0,6832.0,6416.0,6460.0,6755.0,6589.0,6796.0,6512.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,692.0,20190112T102409_20190112T102555_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
320,204.0,6619.0,3465.0,3058.0,5968.0,5796.0,5924.0,6182.0,6450.0,6532.0,6472.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,637.0,20190509T101039_20190509T101033_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
321,168.0,380.0,359.0,336.0,324.0,402.0,409.0,459.0,456.0,534.0,467.0,0.0,0.0,0.0,0.0,2048.0,10.0,33.0,41.0,42.0,561.0,20191031T101141_20191031T101411_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
322,202.0,6997.0,4206.0,3204.0,6812.0,6392.0,6476.0,6708.0,6575.0,6820.0,6470.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,684.0,20190112T102409_20190112T102555_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
323,204.0,11286.0,5890.0,4244.0,10832.0,9672.0,9312.0,9661.0,8949.0,9368.0,8724.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1404.0,20190708T101039_20190708T101033_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
324,204.0,7453.0,5334.0,4328.0,7272.0,7308.0,7292.0,7549.0,7487.0,7784.0,7477.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,676.0,20190805T102031_20190805T102440_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
325,204.0,6263.0,3495.0,3083.0,5844.0,5716.0,5848.0,6184.0,6483.0,6480.0,6523.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,612.0,20190509T101039_20190509T101033_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
326,201.0,105.0,264.0,260.0,198.0,157.0,156.0,228.0,177.0,222.0,231.0,0.0,0.0,0.0,0.0,2048.0,10.0,21.0,17.0,16.0,669.0,20190119T101339_20190119T101338_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
327,204.0,6016.0,4652.0,3430.0,5480.0,5888.0,5988.0,6314.0,6774.0,6832.0,6872.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,981.0,20190527T102031_20190527T102026_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
328,204.0,7276.0,5541.0,4415.0,6696.0,6484.0,6752.0,7407.0,7541.0,7148.0,7438.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,699.0,20191225T101329_20191225T101330_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
329,204.0,7285.0,5482.0,4420.0,6800.0,6556.0,6820.0,7409.0,7509.0,7204.0,7477.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,727.0,20191225T101329_20191225T101330_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
330,204.0,11171.0,5884.0,4251.0,10792.0,9672.0,9304.0,9621.0,8908.0,9344.0,8696.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1422.0,20190708T101039_20190708T101033_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
331,144.0,6116.0,4376.0,4008.0,4332.0,4272.0,4540.0,5060.0,5209.0,4860.0,5075.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1062.0,20190703T101031_20190703T101051_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
332,204.0,6263.0,4662.0,3434.0,5704.0,6076.0,6128.0,6453.0,6901.0,6904.0,6952.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1055.0,20190527T102031_20190527T102026_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
333,202.0,8542.0,3870.0,3691.0,8544.0,8464.0,8528.0,8750.0,8451.0,8984.0,8411.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,648.0,20190414T101031_20190414T101248_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
334,204.0,8285.0,2434.0,2621.0,8216.0,8092.0,7860.0,8079.0,7819.0,8080.0,7721.0,0.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,739.0,20191016T101029_20191016T101025_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
335,132.0,5426.0,4439.0,3984.0,4276.0,4180.0,4416.0,5161.0,5208.0,4792.0,5095.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1054.0,20190703T101031_20190703T101051_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
336,204.0,7520.0,2937.0,2296.0,7096.0,5880.0,5640.0,6042.0,5682.0,5916.0,5352.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,849.0,20191218T102339_20191218T102604_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
337,204.0,8281.0,5583.0,4499.0,7464.0,7036.0,7168.0,7893.0,7868.0,7436.0,7696.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,880.0,20191225T101329_20191225T101330_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
338,192.0,5366.0,4421.0,3553.0,5044.0,4900.0,4668.0,5135.0,5447.0,5548.0,5477.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1732.0,20190817T101029_20190817T101605_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
339,168.0,4847.0,4416.0,3553.0,4768.0,4688.0,4508.0,4998.0,5387.0,5440.0,5473.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1550.0,20190817T101029_20190817T101605_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
340,204.0,8275.0,2446.0,2662.0,8200.0,8100.0,7856.0,8074.0,7850.0,8080.0,7712.0,0.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,759.0,20191016T101029_20191016T101025_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
341,204.0,8128.0,1644.0,1899.0,8016.0,7840.0,7632.0,7771.0,7578.0,8040.0,7478.0,0.0,100.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,509.0,20190731T102029_20190731T102031_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
342,202.0,8684.0,3867.0,3699.0,8600.0,8504.0,8568.0,8783.0,8492.0,8976.0,8443.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,651.0,20190414T101031_20190414T101248_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
343,202.0,5516.0,4769.0,4152.0,5480.0,5084.0,5180.0,5540.0,5449.0,5556.0,5436.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,540.0,20190129T101259_20190129T101440_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
