system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B7,B8,B8A,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
106,120.0,222.0,61.0,47.0,247.0,228.0,146.0,174.0,117.0,88.0,61.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,24.0,15.0,1706.0,20190519T101039_20190519T101033_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
107,84.0,356.0,106.0,99.0,357.0,255.0,188.0,184.0,148.0,158.0,134.0,0.0,0.0,0.0,0.0,0.0,6.0,37.0,26.0,21.0,952.0,20191029T102039_20191029T102520_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
108,126.0,261.0,158.0,111.0,280.0,286.0,214.0,252.0,179.0,179.0,147.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,30.0,22.0,942.0,20190906T101029_20190906T101026_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
109,108.0,230.0,68.0,51.0,257.0,241.0,157.0,195.0,149.0,114.0,87.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,25.0,16.0,1872.0,20190519T101039_20190519T101033_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
110,240.0,6534.0,6339.0,5753.0,6556.0,6388.0,6148.0,6580.0,6666.0,6608.0,6504.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2807.0,20190611T102029_20190611T102030_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
111,84.0,432.0,107.0,99.0,408.0,284.0,203.0,192.0,150.0,164.0,138.0,0.0,0.0,0.0,0.0,0.0,6.0,42.0,29.0,21.0,801.0,20191029T102039_20191029T102520_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
112,138.0,516.0,416.0,351.0,599.0,568.0,472.0,516.0,503.0,516.0,463.0,0.0,0.0,0.0,0.0,0.0,10.0,61.0,58.0,48.0,1667.0,20190711T102029_20190711T102032_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
113,114.0,249.0,160.0,138.0,201.0,191.0,163.0,173.0,173.0,189.0,189.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,20.0,17.0,1101.0,20190914T102021_20190914T102608_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
114,90.0,237.0,202.0,193.0,255.0,203.0,159.0,183.0,190.0,197.0,144.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,21.0,17.0,914.0,20190529T101039_20190529T101232_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
115,113.0,258.0,83.0,73.0,207.0,280.0,174.0,242.0,158.0,141.0,115.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,29.0,18.0,1006.0,20190404T101031_20190404T101025_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
116,108.0,257.0,162.0,139.0,207.0,201.0,165.0,181.0,183.0,194.0,191.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,21.0,17.0,1102.0,20190914T102021_20190914T102608_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
117,102.0,314.0,164.0,140.0,245.0,220.0,181.0,192.0,189.0,205.0,207.0,0.0,0.0,0.0,0.0,0.0,10.0,26.0,23.0,19.0,1166.0,20190914T102021_20190914T102608_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
118,90.0,275.0,204.0,189.0,261.0,205.0,163.0,180.0,175.0,202.0,151.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,21.0,17.0,910.0,20190529T101039_20190529T101232_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
119,138.0,505.0,417.0,353.0,599.0,568.0,472.0,516.0,498.0,518.0,460.0,0.0,0.0,0.0,0.0,0.0,10.0,61.0,58.0,48.0,1701.0,20190711T102029_20190711T102032_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
120,112.0,3055.0,4210.0,4265.0,2044.0,2302.0,2700.0,3399.0,4348.0,3232.0,4752.0,0.0,0.0,0.0,0.0,0.0,10.0,208.0,234.0,255.0,1040.0,20190208T101159_20190208T101158_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
121,165.0,75.0,76.0,74.0,174.0,189.0,117.0,141.0,56.0,40.0,28.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,20.0,12.0,886.0,20190228T101029_20190228T101023_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
122,113.0,262.0,82.0,72.0,222.0,280.0,173.0,249.0,158.0,139.0,119.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,29.0,18.0,1005.0,20190404T101031_20190404T101025_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
123,222.0,515.0,185.0,153.0,505.0,508.0,393.0,341.0,274.0,295.0,217.0,0.0,0.0,0.0,0.0,0.0,6.0,52.0,52.0,40.0,2603.0,20190606T102031_20190606T102358_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
124,154.0,20.0,78.0,73.0,140.0,172.0,113.0,141.0,67.0,53.0,41.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,18.0,12.0,886.0,20190228T101029_20190228T101023_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
125,138.0,314.0,60.0,51.0,320.0,308.0,200.0,258.0,127.0,86.0,61.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,32.0,21.0,1764.0,20190718T101039_20190718T101040_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
126,161.0,2.0,76.0,71.0,135.0,160.0,101.0,128.0,52.0,41.0,41.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,17.0,11.0,891.0,20190228T101029_20190228T101023_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
127,234.0,517.0,182.0,150.0,499.0,497.0,380.0,318.0,237.0,263.0,183.0,0.0,0.0,0.0,0.0,0.0,6.0,52.0,51.0,39.0,2595.0,20190606T102031_20190606T102358_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
128,108.0,314.0,162.0,139.0,246.0,216.0,177.0,188.0,184.0,199.0,198.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,22.0,18.0,1147.0,20190914T102021_20190914T102022_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
129,318.0,179.0,38.0,39.0,265.0,251.0,148.0,168.0,94.0,66.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,26.0,15.0,3131.0,20190827T101029_20190827T101554_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
130,130.0,278.0,76.0,70.0,228.0,280.0,166.0,234.0,132.0,118.0,98.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,29.0,17.0,1029.0,20190404T101031_20190404T101025_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
131,342.0,7531.0,6455.0,5877.0,7416.0,7096.0,6724.0,7125.0,6980.0,6944.0,6795.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,3112.0,20190611T102029_20190611T102030_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
132,114.0,2158.0,3007.0,2267.0,2148.0,2018.0,1896.0,2351.0,3127.0,3496.0,3304.0,26.0,0.0,0.0,0.0,0.0,8.0,220.0,206.0,193.0,1903.0,20190701T102029_20190701T102032_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
133,108.0,2069.0,3064.0,2328.0,2114.0,2066.0,1880.0,2397.0,3298.0,3488.0,3402.0,20.0,0.0,0.0,0.0,0.0,8.0,215.0,210.0,192.0,1890.0,20190701T102029_20190701T102032_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
134,112.0,3484.0,3124.0,2838.0,2898.0,2588.0,2476.0,3007.0,3314.0,3230.0,3546.0,69.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,252.0,1091.0,20190226T102021_20190226T102019_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
135,120.0,2443.0,3067.0,2768.0,2614.0,2568.0,2410.0,2564.0,3189.0,3454.0,3279.0,60.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,245.0,1325.0,20190628T101039_20190628T101033_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
136,342.0,7533.0,6499.0,5943.0,7448.0,7116.0,6724.0,7221.0,7086.0,6972.0,6913.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,3105.0,20190611T102029_20190611T102030_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
137,156.0,517.0,107.0,75.0,501.0,423.0,294.0,298.0,253.0,217.0,191.0,0.0,0.0,0.0,0.0,0.0,6.0,51.0,43.0,30.0,2173.0,20190721T102029_20190721T102325_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
138,156.0,515.0,108.0,77.0,499.0,421.0,289.0,292.0,255.0,218.0,190.0,0.0,0.0,0.0,0.0,0.0,6.0,50.0,43.0,30.0,2173.0,20190721T102029_20190721T102325_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
139,120.0,9098.0,4235.0,3637.0,8376.0,7784.0,7304.0,7900.0,7470.0,7884.0,7288.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2017.0,20190706T102031_20190706T102357_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
140,96.0,98.0,36.0,18.0,120.0,139.0,105.0,133.0,96.0,82.0,90.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,15.0,11.0,849.0,20191110T101241_20191110T101236_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
141,270.0,91.0,30.0,44.0,67.0,177.0,73.0,98.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,18.0,8.0,2750.0,20190901T101031_20190901T101134_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
142,102.0,4136.0,4378.0,3278.0,4816.0,4656.0,4460.0,4750.0,5358.0,6620.0,5382.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,618.0,20190507T102031_20190507T102226_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
143,102.0,4327.0,4283.0,3305.0,4848.0,4732.0,4564.0,4584.0,5317.0,6668.0,5362.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,613.0,20190507T102031_20190507T102226_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
144,108.0,6541.0,4689.0,4128.0,6484.0,5044.0,4684.0,5279.0,5521.0,6133.0,5578.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1524.0,20190517T102031_20190517T102508_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
145,210.0,441.0,90.0,69.0,436.0,364.0,241.0,247.0,184.0,151.0,123.0,0.0,0.0,0.0,0.0,0.0,6.0,45.0,37.0,25.0,2175.0,20190721T102029_20190721T102325_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
146,300.0,10750.0,7615.0,7033.0,10144.0,9544.0,9088.0,9796.0,9105.0,8888.0,8730.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2712.0,20190830T102029_20190830T102552_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
147,77.0,5571.0,1521.0,945.0,4808.0,3980.0,3730.0,3673.0,3563.0,3720.0,3453.0,0.0,24.0,0.0,0.0,0.0,11.0,255.0,255.0,255.0,231.0,20190102T102429_20190102T102505_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
148,256.0,88.0,34.0,46.0,69.0,183.0,80.0,104.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,19.0,9.0,2696.0,20190901T101031_20190901T101134_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
149,300.0,10674.0,7537.0,6962.0,10168.0,9544.0,9104.0,9688.0,9001.0,8888.0,8671.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2725.0,20190830T102029_20190830T102552_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
150,258.0,107.0,38.0,45.0,78.0,195.0,87.0,103.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,20.0,9.0,2687.0,20190901T101031_20190901T101134_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
151,108.0,6141.0,4689.0,4108.0,6336.0,4984.0,4720.0,5196.0,5490.0,6048.0,5558.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1521.0,20190517T102031_20190517T102508_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
152,96.0,89.0,35.0,27.0,107.0,130.0,101.0,136.0,95.0,82.0,86.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,14.0,11.0,855.0,20191110T101241_20191110T101236_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
153,108.0,136.0,53.0,37.0,156.0,127.0,64.0,52.0,14.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,13.0,7.0,1748.0,20190618T101029_20190618T101307_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
154,138.0,1753.0,995.0,904.0,1574.0,1526.0,1422.0,1550.0,1627.0,1694.0,1614.0,19.0,0.0,0.0,0.0,2048.0,10.0,160.0,156.0,145.0,1659.0,20190812T101031_20190812T101028_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
155,96.0,148.0,307.0,103.0,474.0,397.0,296.0,313.0,367.0,580.0,145.0,0.0,0.0,0.0,0.0,0.0,6.0,49.0,41.0,31.0,2045.0,20190810T102029_20190810T102030_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
156,77.0,5629.0,1510.0,934.0,4808.0,3994.0,3724.0,3660.0,3599.0,3732.0,3434.0,0.0,25.0,0.0,0.0,1024.0,11.0,255.0,255.0,255.0,226.0,20190102T102429_20190102T102505_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
157,96.0,147.0,391.0,109.0,474.0,414.0,309.0,389.0,384.0,569.0,153.0,0.0,0.0,0.0,0.0,0.0,6.0,49.0,43.0,32.0,2041.0,20190810T102029_20190810T102030_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
158,102.0,271.0,201.0,188.0,251.0,194.0,154.0,171.0,157.0,184.0,133.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,20.0,16.0,1039.0,20190529T101039_20190529T101232_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
159,240.0,1564.0,1912.0,1599.0,1124.0,1320.0,1502.0,1695.0,2896.0,1296.0,2865.0,2.0,0.0,0.0,0.0,0.0,6.0,115.0,135.0,153.0,2126.0,20190802T101031_20190802T101344_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
160,108.0,141.0,52.0,38.0,157.0,124.0,67.0,53.0,14.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,13.0,7.0,1759.0,20190618T101029_20190618T101307_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
161,132.0,545.0,384.0,350.0,460.0,505.0,491.0,546.0,550.0,617.0,558.0,0.0,0.0,0.0,0.0,2048.0,10.0,47.0,52.0,50.0,504.0,20191031T101141_20191031T101411_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
162,126.0,1741.0,1005.0,908.0,1570.0,1522.0,1416.0,1566.0,1638.0,1696.0,1632.0,19.0,0.0,0.0,0.0,2048.0,10.0,160.0,155.0,144.0,1656.0,20190812T101031_20190812T101028_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
163,241.0,1816.0,2242.0,1599.0,1094.0,1280.0,1456.0,2216.0,3012.0,1272.0,2725.0,24.0,0.0,0.0,0.0,0.0,8.0,112.0,131.0,148.0,2140.0,20190802T101031_20190802T101344_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
164,156.0,638.0,413.0,322.0,705.0,633.0,501.0,535.0,631.0,705.0,617.0,0.0,0.0,0.0,0.0,0.0,10.0,73.0,65.0,51.0,2160.0,20190621T102029_20190621T102031_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
165,258.0,2264.0,3173.0,2422.0,2308.0,2202.0,1960.0,2570.0,3431.0,3636.0,3504.0,20.0,0.0,0.0,0.0,0.0,8.0,235.0,224.0,200.0,2421.0,20190701T102029_20190701T102032_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
166,77.0,478.0,192.0,172.0,307.0,262.0,236.0,212.0,166.0,295.0,172.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,27.0,24.0,604.0,20190114T101351_20190114T101352_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
167,148.0,268.0,600.0,720.0,240.0,199.0,332.0,442.0,725.0,594.0,828.0,0.0,0.0,0.0,0.0,0.0,10.0,25.0,21.0,34.0,1219.0,20190221T102039_20190221T102520_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
168,84.0,1381.0,2180.0,2184.0,1594.0,1492.0,1334.0,1612.0,2301.0,2652.0,2505.0,16.0,0.0,0.0,0.0,2048.0,8.0,162.0,152.0,136.0,795.0,20191006T101029_20191006T101025_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
169,126.0,239.0,41.0,55.0,242.0,230.0,136.0,178.0,78.0,66.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,24.0,14.0,2138.0,20190926T101029_20190926T101317_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
170,119.0,21.0,48.0,27.0,115.0,116.0,92.0,77.0,31.0,43.0,22.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,11.0,10.0,573.0,20190122T102329_20190122T102330_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
171,65.0,4762.0,4234.0,3501.0,4748.0,4412.0,4392.0,4654.0,4581.0,5244.0,4533.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,769.0,20190313T102019_20190313T102552_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
172,126.0,423.0,357.0,310.0,473.0,485.0,412.0,430.0,409.0,415.0,384.0,0.0,0.0,0.0,0.0,2048.0,10.0,49.0,49.0,41.0,933.0,20190919T102019_20190919T102022_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
173,143.0,299.0,577.0,715.0,257.0,198.0,347.0,434.0,696.0,586.0,798.0,0.0,0.0,0.0,0.0,0.0,10.0,27.0,21.0,36.0,1198.0,20190221T102039_20190221T102520_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
174,102.0,4374.0,4338.0,3367.0,4892.0,4772.0,4612.0,4671.0,5378.0,6732.0,5413.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,742.0,20190507T102031_20190507T102226_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
175,65.0,4711.0,4303.0,3521.0,4760.0,4428.0,4396.0,4754.0,4657.0,5260.0,4564.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,768.0,20190313T102019_20190313T102552_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
176,119.0,21.0,52.0,17.0,120.0,120.0,98.0,101.0,36.0,45.0,30.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,13.0,10.0,586.0,20190122T102329_20190122T102330_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
177,84.0,1409.0,2196.0,2174.0,1598.0,1498.0,1318.0,1632.0,2306.0,2654.0,2486.0,16.0,0.0,0.0,0.0,2048.0,8.0,163.0,153.0,134.0,795.0,20191006T101029_20191006T101025_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
178,143.0,73.0,43.0,40.0,139.0,187.0,97.0,130.0,25.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,19.0,10.0,1261.0,20190323T102029_20190323T102023_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
179,120.0,222.0,39.0,56.0,233.0,230.0,141.0,177.0,82.0,70.0,44.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,24.0,15.0,2168.0,20190926T101029_20190926T101317_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
180,132.0,366.0,119.0,79.0,359.0,317.0,207.0,215.0,157.0,126.0,110.0,0.0,0.0,0.0,0.0,0.0,6.0,36.0,33.0,22.0,1953.0,20190601T102029_20190601T102031_T33UUT,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
181,138.0,400.0,350.0,308.0,454.0,464.0,397.0,415.0,382.0,397.0,371.0,0.0,0.0,0.0,0.0,2048.0,10.0,48.0,48.0,40.0,930.0,20190919T102019_20190919T102022_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
182,153.0,50.0,35.0,37.0,120.0,176.0,80.0,116.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,18.0,9.0,1268.0,20190323T102029_20190323T102023_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
183,126.0,209.0,41.0,55.0,222.0,218.0,130.0,171.0,72.0,62.0,31.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,23.0,14.0,2151.0,20190926T101029_20190926T101317_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
184,126.0,224.0,155.0,135.0,183.0,172.0,150.0,155.0,152.0,173.0,175.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,18.0,16.0,1064.0,20190914T102021_20190914T102022_T33UUU,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
185,138.0,2538.0,2992.0,2721.0,2620.0,2568.0,2392.0,2558.0,3126.0,3448.0,3206.0,57.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,244.0,1615.0,20190628T101039_20190628T101033_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
186,132.0,215.0,154.0,135.0,173.0,169.0,142.0,148.0,147.0,165.0,163.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,18.0,15.0,1063.0,20190914T102021_20190914T102022_T32UQD,Siethener_See,52.29054964738273,13.204728644505902,"{""type"":""Point"",""coordinates"":[13.204728644505902,52.290549647382726]}"
