system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B8,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
11,114.0,316.0,85.0,79.0,243.0,216.0,168.0,212.0,124.0,104.0,53.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,22.0,18.0,697.0,20191210T101411_20191210T101409_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
12,192.0,289.0,122.0,88.0,259.0,292.0,206.0,386.0,271.0,237.0,115.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,30.0,21.0,1316.0,20190911T101021_20190911T101023_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
13,95.0,298.0,75.0,49.0,274.0,336.0,258.0,338.0,196.0,185.0,133.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,35.0,27.0,588.0,20190409T101029_20190409T101028_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
14,314.0,201.0,107.0,100.0,190.0,333.0,213.0,451.0,313.0,242.0,145.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,33.0,22.0,2879.0,20190825T102031_20190825T102430_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
15,126.0,303.0,75.0,55.0,230.0,204.0,145.0,177.0,61.0,82.0,18.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,21.0,15.0,690.0,20191210T101411_20191210T101409_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
16,306.0,225.0,109.0,95.0,208.0,347.0,226.0,454.0,332.0,260.0,182.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,36.0,23.0,2842.0,20190825T102031_20190825T102430_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
17,59.0,72.0,66.0,62.0,178.0,285.0,204.0,272.0,102.0,109.0,57.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,29.0,21.0,655.0,20190422T102029_20190422T102029_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
18,59.0,71.0,74.0,67.0,189.0,286.0,207.0,283.0,105.0,108.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,30.0,22.0,652.0,20190422T102029_20190422T102029_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
19,95.0,308.0,69.0,48.0,293.0,322.0,263.0,333.0,202.0,185.0,131.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,33.0,27.0,572.0,20190409T101029_20190409T101028_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
20,84.0,217.0,70.0,46.0,206.0,451.0,278.0,388.0,116.0,97.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,46.0,29.0,1758.0,20190603T101031_20190603T101041_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
21,84.0,218.0,69.0,45.0,213.0,446.0,273.0,388.0,112.0,97.0,63.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,46.0,28.0,1772.0,20190603T101031_20190603T101041_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
22,59.0,199.0,63.0,46.0,210.0,175.0,152.0,156.0,93.0,102.0,21.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,18.0,16.0,594.0,20190218T101059_20190218T101421_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
23,59.0,194.0,64.0,46.0,198.0,162.0,163.0,171.0,86.0,101.0,23.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,17.0,17.0,588.0,20190218T101059_20190218T101421_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
24,65.0,172.0,91.0,69.0,177.0,255.0,217.0,305.0,167.0,150.0,91.0,0.0,0.0,0.0,0.0,0.0,6.0,18.0,26.0,22.0,840.0,20190417T102031_20190417T102431_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
25,138.0,379.0,42.0,17.0,406.0,319.0,216.0,270.0,155.0,111.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,42.0,33.0,22.0,1455.0,20191205T101309_20191205T101308_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
26,138.0,386.0,54.0,21.0,437.0,305.0,207.0,257.0,170.0,133.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,45.0,31.0,22.0,1443.0,20191205T101309_20191205T101308_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
27,65.0,173.0,94.0,66.0,181.0,270.0,213.0,305.0,162.0,149.0,85.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,28.0,21.0,872.0,20190417T102031_20190417T102431_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
28,180.0,257.0,105.0,94.0,253.0,426.0,236.0,351.0,190.0,183.0,149.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,44.0,24.0,2567.0,20190728T101029_20190728T101332_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
29,96.0,237.0,125.0,98.0,189.0,315.0,189.0,329.0,176.0,157.0,87.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,33.0,20.0,2317.0,20190723T101031_20190723T101347_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
30,114.0,701.0,376.0,329.0,717.0,638.0,568.0,576.0,476.0,567.0,268.0,0.0,0.0,0.0,0.0,0.0,6.0,73.0,65.0,58.0,1611.0,20191220T101431_20191220T101426_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
31,84.0,9.0,169.0,124.0,82.0,205.0,164.0,328.0,197.0,283.0,251.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,21.0,17.0,2201.0,20191014T102031_20191014T102207_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
32,102.0,1.0,149.0,116.0,36.0,176.0,146.0,312.0,155.0,249.0,219.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,18.0,15.0,2234.0,20191014T102031_20191014T102207_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
33,183.0,249.0,101.0,90.0,243.0,406.0,232.0,349.0,188.0,176.0,136.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,42.0,24.0,2561.0,20190728T101029_20190728T101332_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
34,90.0,240.0,125.0,99.0,207.0,312.0,200.0,332.0,183.0,167.0,96.0,0.0,0.0,0.0,0.0,0.0,6.0,22.0,32.0,21.0,2321.0,20190723T101031_20190723T101347_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
35,156.0,306.0,269.0,226.0,260.0,305.0,216.0,427.0,319.0,329.0,400.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,31.0,22.0,1432.0,20190822T101031_20190822T101027_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
36,156.0,309.0,272.0,225.0,265.0,304.0,216.0,430.0,327.0,328.0,385.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,31.0,22.0,1434.0,20190822T101031_20190822T101027_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
37,120.0,676.0,350.0,309.0,631.0,561.0,503.0,536.0,467.0,550.0,253.0,0.0,0.0,0.0,0.0,0.0,6.0,65.0,57.0,52.0,1624.0,20191220T101431_20191220T101426_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
38,245.0,332.0,196.0,145.0,318.0,541.0,381.0,521.0,320.0,270.0,231.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,55.0,39.0,3351.0,20190626T102031_20190626T102028_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
39,126.0,293.0,115.0,78.0,299.0,214.0,194.0,208.0,114.0,98.0,48.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,22.0,20.0,958.0,20191130T101401_20191130T101406_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
40,228.0,329.0,196.0,150.0,328.0,549.0,397.0,537.0,332.0,275.0,243.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,55.0,40.0,3348.0,20190626T102031_20190626T102028_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
41,267.0,607.0,705.0,535.0,500.0,658.0,615.0,838.0,912.0,836.0,1667.0,0.0,0.0,0.0,0.0,2048.0,10.0,51.0,67.0,63.0,1705.0,20190424T101031_20190424T101032_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
42,250.0,636.0,713.0,536.0,518.0,686.0,634.0,862.0,940.0,875.0,1665.0,0.0,0.0,0.0,0.0,2048.0,10.0,53.0,70.0,65.0,1704.0,20190424T101031_20190424T101032_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
43,126.0,303.0,118.0,86.0,276.0,228.0,187.0,216.0,96.0,118.0,43.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,24.0,19.0,945.0,20191130T101401_20191130T101406_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
44,162.0,164.0,58.0,48.0,130.0,287.0,194.0,276.0,63.0,58.0,38.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,30.0,20.0,1591.0,20190613T101031_20190613T101027_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
45,101.0,276.0,90.0,66.0,238.0,349.0,232.0,351.0,178.0,157.0,112.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,36.0,24.0,1530.0,20190623T101031_20190623T101029_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
46,97.0,275.0,90.0,68.0,239.0,340.0,236.0,350.0,185.0,161.0,95.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,35.0,24.0,1521.0,20190623T101031_20190623T101029_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
47,144.0,275.0,57.0,35.0,209.0,260.0,198.0,225.0,156.0,72.0,50.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,27.0,20.0,921.0,20191213T102421_20191213T102424_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
48,306.0,185.0,131.0,121.0,193.0,337.0,179.0,404.0,219.0,136.0,183.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,35.0,19.0,3175.0,20190827T101029_20190827T101554_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
49,138.0,299.0,48.0,23.0,229.0,239.0,219.0,239.0,146.0,66.0,64.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,25.0,23.0,928.0,20191213T102421_20191213T102424_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
50,312.0,176.0,133.0,116.0,180.0,319.0,172.0,408.0,208.0,126.0,170.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,33.0,18.0,3171.0,20190827T101029_20190827T101554_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
51,164.0,166.0,56.0,46.0,127.0,286.0,191.0,285.0,64.0,59.0,48.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,30.0,20.0,1591.0,20190613T101031_20190613T101027_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
52,167.0,246.0,93.0,78.0,185.0,232.0,150.0,333.0,166.0,127.0,70.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,24.0,16.0,1998.0,20190713T101031_20190713T101515_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
53,84.0,110.0,128.0,121.0,106.0,168.0,125.0,341.0,186.0,155.0,67.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,18.0,13.0,1528.0,20190921T101031_20190921T101152_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
54,66.0,167.0,192.0,185.0,274.0,351.0,318.0,440.0,281.0,262.0,171.0,0.0,0.0,0.0,0.0,0.0,6.0,28.0,36.0,32.0,668.0,20190512T102029_20190512T102248_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
55,96.0,241.0,181.0,154.0,255.0,337.0,248.0,406.0,233.0,225.0,213.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,35.0,26.0,1161.0,20190906T101029_20190906T101026_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
56,90.0,252.0,179.0,150.0,281.0,357.0,234.0,414.0,236.0,232.0,233.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,37.0,24.0,1165.0,20190906T101029_20190906T101026_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
57,168.0,244.0,95.0,80.0,183.0,227.0,144.0,318.0,173.0,125.0,84.0,0.0,0.0,0.0,0.0,0.0,6.0,19.0,24.0,15.0,1985.0,20190713T101031_20190713T101515_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
58,83.0,377.0,94.0,86.0,287.0,199.0,185.0,246.0,145.0,141.0,53.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,21.0,19.0,616.0,20190114T101351_20190114T101352_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
59,108.0,341.0,126.0,100.0,348.0,424.0,313.0,420.0,280.0,266.0,217.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,45.0,33.0,2091.0,20190601T102029_20190601T102031_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
60,66.0,184.0,173.0,163.0,252.0,344.0,307.0,424.0,268.0,246.0,194.0,0.0,0.0,0.0,0.0,0.0,6.0,27.0,36.0,32.0,669.0,20190512T102029_20190512T102248_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
61,101.0,1461.0,2041.0,1718.0,1566.0,1558.0,1448.0,1688.0,2047.0,2474.0,2827.0,17.0,0.0,0.0,0.0,0.0,10.0,160.0,159.0,148.0,1113.0,20190320T101029_20190320T101437_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
62,108.0,333.0,136.0,93.0,346.0,419.0,316.0,423.0,285.0,267.0,202.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,42.0,32.0,2097.0,20190601T102029_20190601T102031_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
63,84.0,112.0,120.0,111.0,97.0,172.0,115.0,344.0,172.0,155.0,72.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,18.0,12.0,1533.0,20190921T101031_20190921T101152_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
64,101.0,1408.0,2118.0,1806.0,1604.0,1576.0,1440.0,1733.0,2121.0,2556.0,2776.0,19.0,0.0,0.0,0.0,0.0,10.0,163.0,161.0,147.0,1117.0,20190320T101029_20190320T101437_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
65,102.0,2337.0,4324.0,2440.0,6548.0,5884.0,5168.0,4245.0,3716.0,7376.0,4081.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1675.0,20190718T101039_20190718T101040_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
66,77.0,382.0,108.0,94.0,288.0,195.0,202.0,262.0,157.0,161.0,84.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,20.0,21.0,610.0,20190114T101351_20190114T101352_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
67,102.0,3678.0,3195.0,1466.0,6320.0,5480.0,4288.0,3088.0,2454.0,7132.0,6708.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1687.0,20190718T101039_20190718T101040_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
68,84.0,115.0,64.0,46.0,219.0,207.0,166.0,290.0,144.0,124.0,74.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,23.0,18.0,950.0,20191029T102039_20191029T102520_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
69,113.0,260.0,148.0,113.0,286.0,339.0,251.0,323.0,219.0,231.0,179.0,0.0,0.0,0.0,0.0,0.0,6.0,30.0,35.0,26.0,656.0,20190330T101029_20190330T101153_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
70,107.0,274.0,150.0,116.0,279.0,345.0,254.0,344.0,226.0,240.0,198.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,36.0,26.0,657.0,20190330T101029_20190330T101153_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
71,114.0,309.0,82.0,60.0,305.0,376.0,263.0,372.0,198.0,180.0,136.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,39.0,27.0,1866.0,20190519T101039_20190519T101033_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
72,84.0,125.0,60.0,50.0,216.0,214.0,169.0,292.0,150.0,111.0,80.0,0.0,0.0,0.0,0.0,0.0,6.0,23.0,22.0,19.0,952.0,20191029T102039_20191029T102520_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
73,114.0,307.0,86.0,64.0,298.0,382.0,266.0,381.0,194.0,183.0,148.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,39.0,28.0,1872.0,20190519T101039_20190519T101033_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
74,126.0,202.0,185.0,186.0,239.0,255.0,196.0,352.0,213.0,204.0,351.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,26.0,20.0,1667.0,20190711T102029_20190711T102032_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
75,90.0,341.0,74.0,68.0,328.0,382.0,277.0,395.0,142.0,138.0,128.0,0.0,0.0,0.0,0.0,0.0,6.0,34.0,39.0,29.0,914.0,20190529T101039_20190529T101232_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
76,113.0,459.0,287.0,202.0,493.0,547.0,448.0,540.0,435.0,538.0,442.0,0.0,0.0,0.0,0.0,2048.0,10.0,51.0,56.0,46.0,1006.0,20190404T101031_20190404T101025_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
77,90.0,342.0,73.0,69.0,322.0,381.0,277.0,401.0,148.0,139.0,137.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,39.0,29.0,910.0,20190529T101039_20190529T101232_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
78,124.0,203.0,176.0,165.0,218.0,252.0,198.0,351.0,209.0,201.0,367.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,26.0,21.0,1701.0,20190711T102029_20190711T102032_T32UQD,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
79,113.0,446.0,291.0,211.0,501.0,546.0,455.0,537.0,449.0,544.0,420.0,0.0,0.0,0.0,0.0,2048.0,10.0,51.0,56.0,47.0,1005.0,20190404T101031_20190404T101025_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
80,246.0,407.0,105.0,73.0,393.0,554.0,370.0,456.0,266.0,197.0,137.0,0.0,0.0,0.0,0.0,0.0,6.0,40.0,58.0,39.0,2603.0,20190606T102031_20190606T102358_T33UUU,Vielitzsee,52.94682293339109,12.997730438414008,"{""type"":""Point"",""coordinates"":[12.99773043841401,52.94682293339109]}"
