system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
160,204.0,5050.0,1946.0,2035.0,4584.0,4112.0,3814.0,3951.0,3975.0,3986.0,4236.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,814.0,20191004T102031_20191004T102025_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
161,138.0,4233.0,3302.0,3463.0,4244.0,3584.0,3504.0,3649.0,3680.0,3705.0,4264.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,513.0,20191228T102339_20191228T102333_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
162,180.0,3250.0,2136.0,2009.0,3310.0,3362.0,3332.0,3611.0,3999.0,4177.0,4364.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,869.0,20190805T102031_20190805T102440_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
163,174.0,3082.0,2140.0,2015.0,3254.0,3326.0,3322.0,3571.0,3997.0,4173.0,4344.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,835.0,20190805T102031_20190805T102440_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
164,202.0,8379.0,4300.0,3029.0,7928.0,7568.0,7584.0,8053.0,7703.0,7563.0,7504.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,806.0,20190107T102411_20190107T102405_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
165,138.0,4225.0,3204.0,3338.0,4020.0,3476.0,3394.0,3477.0,3539.0,3526.0,4056.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,511.0,20191228T102339_20191228T102333_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
166,202.0,8294.0,4362.0,3043.0,7992.0,7692.0,7708.0,8169.0,7806.0,7642.0,7704.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,797.0,20190107T102411_20190107T102405_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
167,204.0,7781.0,5804.0,4588.0,7568.0,7628.0,7496.0,7753.0,7572.0,7582.0,8148.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1055.0,20190527T102031_20190527T102026_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
168,198.0,9460.0,5251.0,4410.0,8240.0,7552.0,7260.0,7536.0,7043.0,7037.0,6708.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,959.0,20191203T102401_20191203T102415_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
169,198.0,9485.0,5298.0,4417.0,8416.0,7640.0,7524.0,7643.0,7150.0,7078.0,6832.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,967.0,20191203T102401_20191203T102415_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
170,204.0,3563.0,2146.0,2030.0,3558.0,3750.0,3804.0,3997.0,4370.0,4581.0,4656.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,519.0,20190731T102029_20190731T102031_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
171,204.0,10510.0,4470.0,3428.0,10272.0,10120.0,10048.0,10196.0,9990.0,9897.0,10304.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,684.0,20190815T102031_20190815T102026_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
172,204.0,14778.0,5072.0,4794.0,14016.0,12688.0,12128.0,12295.0,11762.0,11487.0,11696.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,933.0,20191118T102219_20191118T102220_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
173,202.0,7083.0,4345.0,3126.0,6984.0,6652.0,6600.0,6735.0,6566.0,6270.0,6840.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,344.0,20190201T102249_20190201T102243_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
174,204.0,8043.0,4131.0,3138.0,8060.0,8180.0,8200.0,8411.0,8130.0,8065.0,8624.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,548.0,20190909T102029_20190909T102024_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
175,204.0,14968.0,5071.0,4813.0,14200.0,12792.0,12128.0,12355.0,11815.0,11513.0,11784.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,943.0,20191118T102219_20191118T102220_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
176,156.0,8560.0,4929.0,3879.0,8024.0,7676.0,7492.0,7727.0,7569.0,7529.0,7524.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1022.0,20190924T102021_20190924T102418_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
177,204.0,3788.0,1931.0,2082.0,3894.0,4300.0,4324.0,4545.0,4623.0,4655.0,5096.0,0.0,14.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,246.0,20191103T102211_20191103T102205_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
178,202.0,7104.0,4323.0,3118.0,6964.0,6532.0,6496.0,6677.0,6524.0,6273.0,6740.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,327.0,20190201T102249_20190201T102243_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
179,138.0,8230.0,4864.0,3826.0,7612.0,7464.0,7304.0,7440.0,7342.0,7369.0,7428.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,772.0,20190924T102021_20190924T102418_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
180,204.0,4406.0,2884.0,2635.0,3621.0,3432.0,3276.0,3372.0,3311.0,3321.0,3310.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1038.0,20191123T102341_20191123T102417_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
181,204.0,4679.0,2879.0,2623.0,3639.0,3452.0,3308.0,3403.0,3344.0,3363.0,3342.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1043.0,20191123T102341_20191123T102417_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
182,204.0,8114.0,4139.0,3151.0,8048.0,8224.0,8184.0,8425.0,8169.0,8102.0,8664.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,553.0,20190909T102029_20190909T102024_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
183,204.0,13075.0,5035.0,4764.0,12880.0,11976.0,11584.0,11826.0,11410.0,11186.0,11496.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,838.0,20191118T102219_20191118T102220_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
184,202.0,7819.0,4336.0,3093.0,7460.0,6964.0,6812.0,6851.0,6697.0,6414.0,6976.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,263.0,20190201T102249_20190201T102243_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
185,204.0,5892.0,2177.0,2190.0,5328.0,4984.0,4660.0,5066.0,5155.0,5142.0,5116.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2077.0,20190731T102029_20190731T102031_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
186,204.0,5830.0,2171.0,2180.0,5268.0,4944.0,4676.0,5013.0,5110.0,5108.0,5108.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1952.0,20190731T102029_20190731T102031_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
187,204.0,9140.0,6118.0,5054.0,8752.0,8032.0,7748.0,8152.0,7923.0,7782.0,7764.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1985.0,20190716T102031_20190716T102028_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
188,202.0,7567.0,5566.0,5025.0,7560.0,6768.0,6728.0,7069.0,6892.0,6686.0,7108.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,691.0,20190122T102329_20190122T102330_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
189,202.0,7413.0,5505.0,4961.0,7328.0,6624.0,6636.0,7031.0,6836.0,6633.0,6952.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,694.0,20190122T102329_20190122T102330_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
190,204.0,7788.0,2311.0,2329.0,7740.0,7560.0,7384.0,7243.0,7164.0,7095.0,7452.0,0.0,62.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,323.0,20191208T102319_20191208T102419_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
191,202.0,10600.0,8150.0,7158.0,11120.0,10696.0,10456.0,10832.0,10488.0,10387.0,10584.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1216.0,20190502T102029_20190502T102223_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
192,204.0,1084.0,877.0,804.0,1080.0,1134.0,1178.0,1279.0,1344.0,1415.0,1544.0,17.0,0.0,0.0,0.0,2048.0,10.0,110.0,116.0,120.0,175.0,20191113T102301_20191113T102419_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
193,204.0,7984.0,2306.0,2350.0,7792.0,7592.0,7428.0,7341.0,7180.0,7136.0,7472.0,0.0,63.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,369.0,20191208T102319_20191208T102419_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
194,202.0,11174.0,8156.0,7200.0,10984.0,10560.0,10344.0,10765.0,10466.0,10411.0,10488.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1197.0,20190502T102029_20190502T102223_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
195,202.0,8578.0,5489.0,4601.0,8016.0,7324.0,7208.0,7428.0,7316.0,7211.0,7684.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,556.0,20190412T102029_20190412T102028_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
196,204.0,7976.0,2317.0,2345.0,7812.0,7608.0,7428.0,7326.0,7227.0,7146.0,7472.0,0.0,62.0,0.0,0.0,1024.0,8.0,255.0,255.0,255.0,367.0,20191208T102319_20191208T102419_T33UUV,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
197,204.0,5866.0,2886.0,2824.0,5600.0,5180.0,4760.0,5198.0,5153.0,5055.0,5488.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,903.0,20191108T102139_20191108T102508_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
198,202.0,8157.0,5204.0,3646.0,7988.0,7816.0,7972.0,8368.0,8077.0,8012.0,8036.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1258.0,20190328T102021_20190328T102023_T33UUU,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
199,202.0,8034.0,5039.0,3496.0,7872.0,7704.0,7824.0,8215.0,7961.0,7925.0,7832.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1066.0,20190328T102021_20190328T102023_T32UQE,Baalsee,53.2135494030641,12.64934677564753,"{""type"":""Point"",""coordinates"":[12.64934677564753,53.2135494030641]}"
