system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,WVP,id,lake,lat,lon,.geo
225,84.0,2640.0,2452.0,2323.0,2882.0,2624.0,2484.0,2533.0,2642.0,2678.0,3226.0,2668.0,4621.0,0.0,0.0,0.0,0.0,0.0,8.0,192.0,165.0,1403.0,20220920T100649_20220920T101319_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
226,108.0,2336.0,2126.0,2191.0,1697.0,1772.0,1798.0,2047.0,2319.0,2472.0,2048.0,2588.0,3353.0,0.0,0.0,0.0,0.0,0.0,10.0,71.0,79.0,1140.0,20220918T101701_20220918T101921_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
227,102.0,1185.0,1071.0,1056.0,1148.0,1168.0,1069.0,1041.0,1015.0,1017.0,1017.0,1030.0,977.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,18.0,1540.0,20221015T101031_20221015T101542_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
228,114.0,2282.0,2063.0,2163.0,1766.0,1805.0,1882.0,1968.0,2246.0,2354.0,2098.0,2493.0,3275.0,0.0,0.0,0.0,0.0,0.0,10.0,78.0,82.0,1147.0,20220918T101701_20220918T101921_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
229,72.0,2518.0,2063.0,1918.0,2470.0,2346.0,2174.0,2320.0,2485.0,2560.0,2660.0,2526.0,3955.0,65.0,0.0,0.0,0.0,0.0,8.0,150.0,137.0,557.0,20221020T100939_20221020T100938_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
230,138.0,1480.0,1386.0,1283.0,1502.0,1584.0,1356.0,1390.0,1533.0,1593.0,1708.0,1611.0,2179.0,0.0,0.0,0.0,0.0,0.0,10.0,51.0,60.0,1786.0,20220730T101611_20220730T102432_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
231,84.0,2817.0,2544.0,2417.0,2918.0,2654.0,2486.0,2693.0,2814.0,2859.0,3258.0,2840.0,4733.0,24.0,0.0,0.0,0.0,0.0,8.0,195.0,169.0,1404.0,20220920T100649_20220920T101319_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
232,138.0,5772.0,5033.0,4647.0,4436.0,4520.0,4612.0,5052.0,5764.0,6157.0,5540.0,6296.0,9930.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1449.0,20220705T101559_20220705T102253_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
233,60.0,3274.0,4332.0,3687.0,5496.0,5196.0,4884.0,4758.0,4630.0,4491.0,5972.0,4396.0,4173.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,577.0,20220207T101201_20220207T101202_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
234,138.0,8012.0,5112.0,4957.0,4392.0,4532.0,4592.0,4923.0,5796.0,6268.0,5496.0,6548.0,13784.0,92.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1440.0,20220705T101559_20220705T102253_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
235,138.0,1484.0,1382.0,1290.0,1497.0,1589.0,1366.0,1398.0,1528.0,1592.0,1692.0,1618.0,2203.0,0.0,0.0,0.0,0.0,0.0,10.0,53.0,60.0,1785.0,20220730T101611_20220730T102432_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
236,60.0,9731.0,5123.0,4515.0,7392.0,6916.0,6684.0,7355.0,7208.0,7172.0,6228.0,7096.0,9449.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,454.0,20220304T101019_20220304T101238_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
237,138.0,6116.0,5134.0,4741.0,4644.0,4720.0,4784.0,5284.0,6012.0,6397.0,5716.0,6496.0,11316.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1646.0,20220705T101559_20220705T102253_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
238,72.0,2510.0,2058.0,1914.0,2456.0,2340.0,2170.0,2314.0,2491.0,2543.0,2650.0,2565.0,3940.0,65.0,0.0,0.0,0.0,0.0,8.0,148.0,137.0,556.0,20221020T100939_20221020T100938_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
239,150.0,2888.0,2436.0,2243.0,2548.0,2358.0,2482.0,2649.0,2735.0,2770.0,2762.0,2874.0,3694.0,62.0,0.0,0.0,0.0,0.0,8.0,255.0,240.0,1183.0,20220118T101341_20220118T101414_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
240,102.0,1182.0,1064.0,1062.0,1140.0,1158.0,1065.0,1050.0,1014.0,1015.0,1016.0,1015.0,941.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,17.0,1538.0,20221015T101031_20221015T101542_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
241,138.0,8557.0,5210.0,5062.0,4588.0,4728.0,4760.0,5143.0,6041.0,6504.0,5657.0,6754.0,15554.0,91.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1655.0,20220705T101559_20220705T102253_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
242,102.0,3689.0,3948.0,3506.0,4050.0,3722.0,3476.0,3934.0,4612.0,4746.0,5316.0,4798.0,6771.0,80.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,1340.0,20220915T100641_20220915T100915_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
243,60.0,7976.0,4608.0,3991.0,7616.0,7144.0,6912.0,6711.0,6626.0,6580.0,6456.0,6494.0,7333.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,453.0,20220304T101019_20220304T101238_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
244,84.0,15799.0,12257.0,9877.0,17312.0,16752.0,16832.0,16874.0,16668.0,16022.0,16560.0,15541.0,16473.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,664.0,20220205T102119_20220205T102141_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
245,211.0,1227.0,1157.0,1127.0,1154.0,1159.0,1084.0,1059.0,938.0,938.0,951.0,989.0,1128.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,17.0,1808.0,20220717T100611_20220717T100925_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
246,222.0,1238.0,1175.0,1154.0,1130.0,1140.0,1083.0,1046.0,920.0,941.0,920.0,963.0,1102.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,15.0,1795.0,20220717T100611_20220717T100925_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
247,342.0,12646.0,5241.0,3797.0,7640.0,8928.0,7164.0,8915.0,8729.0,8105.0,7004.0,7275.0,17996.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,3580.0,20220826T100611_20220826T100933_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
248,90.0,3235.0,4134.0,4164.0,4276.0,4076.0,3962.0,4223.0,4470.0,4672.0,4920.0,4733.0,5376.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1615.0,20220831T100559_20220831T101442_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
249,96.0,2862.0,3694.0,3310.0,4060.0,3744.0,3472.0,3628.0,4350.0,4557.0,5352.0,4676.0,5021.0,64.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,1356.0,20220915T100641_20220915T100915_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
250,132.0,2482.0,3121.0,2854.0,2272.0,2196.0,2138.0,2513.0,2688.0,2800.0,2858.0,3017.0,3703.0,0.0,0.0,0.0,0.0,0.0,6.0,130.0,122.0,471.0,20220329T100611_20220329T101224_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
251,60.0,3425.0,4473.0,3810.0,5732.0,5384.0,5056.0,4956.0,4817.0,4666.0,6196.0,4557.0,4469.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,623.0,20220207T101201_20220207T101202_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
252,108.0,1408.0,1428.0,1398.0,1380.0,1335.0,1327.0,1367.0,1404.0,1438.0,1426.0,1487.0,1954.0,0.0,0.0,0.0,0.0,0.0,10.0,39.0,35.0,474.0,20220212T101029_20220212T101029_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
253,204.0,1798.0,1709.0,1561.0,1870.0,1796.0,1710.0,1730.0,1938.0,2006.0,2108.0,2105.0,2967.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,81.0,1304.0,20220516T101559_20220516T102309_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
254,84.0,15964.0,12402.0,10181.0,17072.0,16640.0,16768.0,16878.0,16596.0,16047.0,16560.0,15627.0,16471.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,660.0,20220205T102119_20220205T102141_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
255,204.0,1893.0,1721.0,1564.0,1882.0,1799.0,1694.0,1735.0,1949.0,2028.0,2122.0,2130.0,3187.0,0.0,0.0,0.0,0.0,0.0,10.0,90.0,82.0,1308.0,20220516T101559_20220516T102309_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
256,264.0,1159.0,1139.0,1120.0,1093.0,1102.0,1041.0,995.0,818.0,808.0,832.0,875.0,964.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,11.0,1608.0,20220717T100611_20220717T100925_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
257,90.0,3257.0,4229.0,4234.0,4316.0,4156.0,4024.0,4379.0,4661.0,4862.0,5008.0,4803.0,5469.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1625.0,20220831T100559_20220831T101442_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
258,150.0,2895.0,2459.0,2260.0,2558.0,2362.0,2520.0,2717.0,2764.0,2807.0,2744.0,2905.0,3518.0,74.0,0.0,0.0,0.0,0.0,8.0,255.0,240.0,1171.0,20220118T101341_20220118T101414_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
259,342.0,6794.0,4252.0,3336.0,7728.0,9152.0,6952.0,6324.0,6530.0,6571.0,7388.0,6434.0,14991.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,3573.0,20220826T100611_20220826T100933_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
260,162.0,1351.0,1203.0,1192.0,1338.0,1357.0,1247.0,1236.0,1188.0,1206.0,1162.0,1215.0,1144.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,37.0,2213.0,20220511T101601_20220511T102310_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
261,108.0,1439.0,1417.0,1399.0,1373.0,1335.0,1322.0,1354.0,1398.0,1449.0,1428.0,1497.0,2030.0,0.0,0.0,0.0,0.0,0.0,10.0,38.0,35.0,477.0,20220212T101029_20220212T101029_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
262,60.0,4817.0,4865.0,4201.0,5856.0,5444.0,5088.0,5391.0,5255.0,5169.0,6272.0,5051.0,6499.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,617.0,20220207T101201_20220207T101202_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
263,156.0,14292.0,7438.0,6812.0,12872.0,11448.0,11544.0,12201.0,11755.0,11568.0,11088.0,11313.0,16827.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1096.0,20220531T101611_20220531T101724_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
264,138.0,8736.0,3762.0,2843.0,9968.0,7976.0,7300.0,7455.0,7096.0,7066.0,8036.0,6887.0,10098.0,0.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,1441.0,20220526T101559_20220526T102306_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
265,138.0,14098.0,7262.0,6620.0,12488.0,11256.0,11504.0,12029.0,11578.0,11413.0,10792.0,11157.0,16739.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1093.0,20220531T101611_20220531T101724_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
266,258.0,1198.0,1163.0,1148.0,1091.0,1104.0,1055.0,1005.0,841.0,856.0,840.0,888.0,979.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,11.0,1605.0,20220717T100611_20220717T100925_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
267,258.0,12703.0,6510.0,5699.0,11312.0,10280.0,9688.0,9332.0,8967.0,8872.0,9792.0,8830.0,15440.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,891.0,20220428T100601_20220428T101302_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
268,258.0,12139.0,6799.0,5872.0,11208.0,10208.0,9512.0,10077.0,9490.0,9219.0,9696.0,8986.0,14833.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,891.0,20220428T100601_20220428T101302_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
269,126.0,1287.0,1207.0,1163.0,1369.0,1350.0,1188.0,1189.0,1194.0,1217.0,1171.0,1231.0,1615.0,0.0,0.0,0.0,0.0,0.0,6.0,39.0,36.0,2388.0,20220814T101559_20220814T102248_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
270,180.0,2455.0,2871.0,2549.0,2422.0,2320.0,2220.0,2269.0,2421.0,2463.0,3084.0,2616.0,3610.0,0.0,0.0,0.0,0.0,0.0,6.0,145.0,135.0,478.0,20220329T100611_20220329T101224_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
271,78.0,5305.0,3238.0,2755.0,3530.0,3828.0,3626.0,3985.0,4229.0,4463.0,3950.0,4689.0,8862.0,74.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,1693.0,20221109T101139_20221109T101136_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
272,102.0,2862.0,2577.0,2445.0,2970.0,2694.0,2526.0,2736.0,2852.0,2901.0,3312.0,2881.0,4750.0,24.0,0.0,0.0,0.0,0.0,8.0,201.0,173.0,1386.0,20220920T100649_20220920T101319_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
273,234.0,1272.0,1163.0,1134.0,1311.0,1281.0,1142.0,1104.0,963.0,942.0,946.0,940.0,1214.0,0.0,0.0,0.0,0.0,0.0,6.0,32.0,29.0,1596.0,20220612T100559_20220612T101520_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
274,246.0,1248.0,1167.0,1132.0,1301.0,1268.0,1132.0,1089.0,935.0,914.0,916.0,912.0,1235.0,0.0,0.0,0.0,0.0,0.0,6.0,31.0,28.0,1605.0,20220612T100559_20220612T101520_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
275,78.0,5652.0,3372.0,2879.0,3432.0,3730.0,3580.0,4197.0,4413.0,4648.0,3830.0,4814.0,9506.0,88.0,0.0,0.0,0.0,0.0,9.0,248.0,255.0,1718.0,20221109T101139_20221109T101136_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
276,138.0,9547.0,3784.0,2887.0,10112.0,8128.0,7288.0,7537.0,7234.0,7208.0,8256.0,7027.0,11585.0,0.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,1455.0,20220526T101559_20220526T102306_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
277,126.0,7449.0,6241.0,5283.0,7788.0,7820.0,7144.0,7539.0,7436.0,7164.0,8288.0,6972.0,11748.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1372.0,20220615T101559_20220615T102248_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
278,60.0,5359.0,3457.0,2911.0,4968.0,4688.0,4540.0,4692.0,4470.0,4396.0,4428.0,4311.0,6516.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1971.0,20221025T101111_20221025T101109_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
279,72.0,2649.0,2478.0,2344.0,2900.0,2640.0,2506.0,2557.0,2667.0,2707.0,3266.0,2700.0,4601.0,0.0,0.0,0.0,0.0,0.0,8.0,194.0,167.0,1385.0,20220920T100649_20220920T101319_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
280,186.0,1449.0,1376.0,1292.0,1477.0,1577.0,1352.0,1382.0,1484.0,1543.0,1650.0,1570.0,2377.0,0.0,0.0,0.0,0.0,0.0,10.0,49.0,59.0,2057.0,20220730T101611_20220730T102432_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
281,168.0,1307.0,1186.0,1171.0,1319.0,1340.0,1237.0,1211.0,1152.0,1162.0,1137.0,1162.0,1092.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,35.0,2230.0,20220511T101601_20220511T102310_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
282,120.0,1363.0,1097.0,1084.0,1322.0,1256.0,1148.0,1170.0,1163.0,1134.0,1131.0,1160.0,1017.0,0.0,0.0,0.0,0.0,0.0,6.0,33.0,27.0,1468.0,20221114T101301_20221114T101258_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
283,126.0,7317.0,6147.0,5337.0,7564.0,7808.0,7468.0,7157.0,7251.0,7098.0,8132.0,7037.0,11805.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1374.0,20220615T101559_20220615T102248_T32UQE,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
284,120.0,1281.0,1207.0,1162.0,1358.0,1345.0,1187.0,1198.0,1202.0,1229.0,1167.0,1233.0,1649.0,0.0,0.0,0.0,0.0,0.0,6.0,35.0,37.0,2423.0,20220814T101559_20220814T102248_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
285,204.0,8347.0,2355.0,1735.0,5856.0,4344.0,4080.0,4244.0,4127.0,3945.0,3852.0,3887.0,6380.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,727.0,20220108T101411_20220108T101417_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
286,174.0,1459.0,1384.0,1287.0,1494.0,1582.0,1350.0,1384.0,1505.0,1562.0,1684.0,1580.0,2353.0,0.0,0.0,0.0,0.0,0.0,10.0,51.0,60.0,2046.0,20220730T101611_20220730T102432_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
287,114.0,1194.0,1061.0,1061.0,1142.0,1145.0,1058.0,1042.0,999.0,1000.0,1002.0,999.0,931.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,15.0,1587.0,20221015T101031_20221015T101542_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
288,378.0,11096.0,6462.0,5556.0,9704.0,8592.0,7964.0,8099.0,7874.0,7845.0,7612.0,7702.0,8620.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,2702.0,20220630T102041_20220630T102108_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
289,204.0,7734.0,2231.0,1619.0,5800.0,4264.0,4052.0,4185.0,3950.0,3795.0,3820.0,3763.0,5161.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,727.0,20220108T101411_20220108T101417_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
290,90.0,6238.0,7195.0,8338.0,5352.0,5564.0,6244.0,6530.0,6670.0,6828.0,6528.0,7323.0,11881.0,0.0,0.0,0.0,0.0,0.0,8.0,255.0,255.0,1080.0,20221227T102431_20221227T102433_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
291,66.0,1024.0,1066.0,1068.0,1146.0,1138.0,1050.0,1000.0,1038.0,1043.0,1125.0,1079.0,889.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,14.0,847.0,20221112T102159_20221112T102156_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
292,174.0,8187.0,3788.0,2980.0,7836.0,6772.0,6052.0,6390.0,6001.0,5753.0,6092.0,5446.0,9802.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1420.0,20221008T101931_20221008T101925_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
293,180.0,1279.0,1348.0,1252.0,1290.0,1299.0,1185.0,1218.0,1246.0,1273.0,1348.0,1333.0,1809.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,31.0,1572.0,20220617T100611_20220617T101601_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
294,216.0,6258.0,5427.0,5496.0,7844.0,7308.0,6296.0,5940.0,6273.0,6680.0,7896.0,7069.0,9483.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1661.0,20220607T100601_20220607T100834_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
295,378.0,11154.0,6528.0,5630.0,9616.0,8552.0,7972.0,8228.0,8016.0,8010.0,7596.0,7856.0,8653.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,2681.0,20220630T102041_20220630T102108_T33UUU,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
296,126.0,1320.0,1091.0,1066.0,1280.0,1230.0,1149.0,1144.0,1136.0,1129.0,1118.0,1159.0,899.0,0.0,0.0,0.0,0.0,0.0,6.0,29.0,24.0,1461.0,20221114T101301_20221114T101258_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
297,156.0,8327.0,5891.0,5763.0,7444.0,6788.0,5848.0,6567.0,6772.0,7027.0,7684.0,7308.0,12756.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1652.0,20220607T100601_20220607T100834_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
298,60.0,5178.0,3450.0,2914.0,4984.0,4640.0,4544.0,4668.0,4459.0,4388.0,4428.0,4251.0,6347.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,1972.0,20221025T101111_20221025T101109_T33UUV,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
299,66.0,1020.0,1064.0,1084.0,1161.0,1145.0,1043.0,1004.0,1028.0,1069.0,1140.0,1090.0,933.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,14.0,813.0,20221112T102159_20221112T102156_T32UQD,Peetschsee,53.16750687657246,13.07633612211855,"{""type"":""Point"",""coordinates"":[13.07633612211855,53.16750687657245]}"
