system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_B,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
43,102.0,24.0,17.0,24.0,65.0,92.0,44.0,49.0,10.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,10.0,6.0,867.0,20211030T101141_20211030T101420_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
44,384.0,303.0,431.0,335.0,586.0,792.0,529.0,528.0,419.0,457.0,439.0,448.0,0.0,0.0,0.0,0.0,0.0,6.0,60.0,81.0,54.0,2990.0,20210620T101559_20210620T101557_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
45,66.0,69.0,1.0,18.0,49.0,99.0,45.0,28.0,35.0,2.0,17.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,11.0,4.0,663.0,20211122T102331_20211122T102421_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
46,131.0,170.0,114.0,84.0,245.0,263.0,168.0,173.0,139.0,167.0,158.0,154.0,0.0,0.0,0.0,0.0,0.0,6.0,26.0,27.0,18.0,2244.0,20210511T101559_20210511T102340_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
47,90.0,803.0,996.0,783.0,1108.0,1344.0,1202.0,1108.0,1230.0,1278.0,1275.0,1276.0,6.0,0.0,0.0,0.0,0.0,6.0,112.0,137.0,124.0,1749.0,20210811T101031_20210811T101411_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
48,144.0,4213.0,3849.0,3310.0,4168.0,4082.0,3886.0,4178.0,4531.0,4714.0,4792.0,4688.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2192.0,20210806T100559_20210806T101207_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
49,108.0,3491.0,1871.0,1758.0,3090.0,3012.0,2806.0,3107.0,3344.0,3375.0,3458.0,3346.0,90.0,0.0,0.0,0.0,2048.0,9.0,255.0,255.0,255.0,1207.0,20210930T101031_20210930T101420_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
50,204.0,131.0,89.0,69.0,155.0,339.0,146.0,186.0,126.0,147.0,91.0,133.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,36.0,15.0,2921.0,20210910T101031_20210910T101503_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
51,107.0,285.0,37.0,34.0,421.0,620.0,286.0,222.0,57.0,61.0,41.0,33.0,0.0,0.0,0.0,0.0,0.0,6.0,43.0,63.0,30.0,1815.0,20210627T100559_20210627T100555_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
52,84.0,3461.0,1874.0,1754.0,3068.0,2990.0,2790.0,3077.0,3336.0,3373.0,3460.0,3344.0,90.0,0.0,0.0,0.0,2048.0,9.0,255.0,255.0,255.0,1138.0,20210930T101031_20210930T101420_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
53,138.0,1420.0,2207.0,1950.0,1574.0,1526.0,1472.0,1741.0,1928.0,1984.0,2116.0,1926.0,9.0,0.0,0.0,0.0,2048.0,10.0,160.0,156.0,150.0,1347.0,20210411T101559_20210411T102418_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
54,138.0,6743.0,4676.0,4425.0,4932.0,4908.0,5524.0,6172.0,6228.0,6255.0,4796.0,6062.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2083.0,20210710T101559_20210710T102312_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
55,162.0,847.0,887.0,877.0,2032.0,1942.0,1116.0,1055.0,892.0,1005.0,2384.0,1114.0,0.0,0.0,0.0,0.0,0.0,6.0,207.0,198.0,114.0,1725.0,20210816T100559_20210816T101300_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
56,108.0,6537.0,4654.0,4419.0,4816.0,4804.0,5416.0,6049.0,6123.0,6160.0,4740.0,5997.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2103.0,20210710T101559_20210710T102312_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
57,132.0,5301.0,3719.0,2933.0,5944.0,5280.0,4696.0,4698.0,4812.0,4685.0,6124.0,4487.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2083.0,20210610T101559_20210610T102220_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
58,168.0,180.0,55.0,49.0,201.0,240.0,139.0,136.0,42.0,34.0,44.0,16.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,24.0,14.0,2401.0,20210605T102021_20210605T102024_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
59,60.0,98.0,1.0,18.0,70.0,114.0,54.0,28.0,34.0,1.0,26.0,34.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,12.0,6.0,692.0,20211122T102331_20211122T102421_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
60,162.0,5459.0,3731.0,2937.0,6128.0,5416.0,4784.0,4775.0,4860.0,4696.0,6176.0,4494.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,2107.0,20210610T101559_20210610T102220_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
61,204.0,857.0,897.0,905.0,2120.0,2010.0,1136.0,1101.0,901.0,996.0,2432.0,1107.0,0.0,0.0,0.0,0.0,0.0,6.0,216.0,205.0,116.0,2404.0,20210816T100559_20210816T101300_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
62,84.0,3861.0,3871.0,3449.0,3178.0,3188.0,3328.0,3586.0,3807.0,3864.0,3790.0,3943.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,448.0,20210426T102021_20210426T102306_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
63,342.0,2016.0,163.0,90.0,1648.0,1366.0,976.0,988.0,719.0,649.0,564.0,520.0,0.0,0.0,0.0,0.0,0.0,10.0,168.0,139.0,100.0,2076.0,20210821T101031_20210821T101418_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
64,312.0,1911.0,151.0,83.0,1572.0,1300.0,926.0,935.0,684.0,617.0,535.0,489.0,0.0,0.0,0.0,0.0,0.0,10.0,160.0,133.0,95.0,2098.0,20210821T101031_20210821T101418_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
65,102.0,133.0,86.0,72.0,137.0,130.0,84.0,106.0,55.0,58.0,76.0,64.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,14.0,9.0,902.0,20211023T102101_20211023T102426_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
66,126.0,236.0,41.0,48.0,195.0,189.0,132.0,117.0,64.0,75.0,96.0,74.0,0.0,0.0,0.0,0.0,0.0,6.0,20.0,20.0,14.0,707.0,20210126T102311_20210126T102424_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
67,450.0,188.0,412.0,328.0,517.0,747.0,476.0,472.0,312.0,338.0,321.0,333.0,0.0,0.0,0.0,0.0,0.0,6.0,53.0,76.0,49.0,3068.0,20210620T101559_20210620T101557_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
68,66.0,3.0,41.0,52.0,157.0,128.0,89.0,74.0,35.0,26.0,64.0,35.0,0.0,0.0,0.0,0.0,0.0,6.0,16.0,14.0,10.0,1310.0,20210121T102239_20210121T102236_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
69,72.0,3845.0,3872.0,3445.0,3166.0,3178.0,3316.0,3566.0,3804.0,3867.0,3798.0,3943.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,410.0,20210426T102021_20210426T102306_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
70,180.0,433.0,194.0,149.0,474.0,495.0,369.0,346.0,354.0,374.0,341.0,309.0,0.0,0.0,0.0,0.0,0.0,6.0,49.0,52.0,38.0,1584.0,20210905T100549_20210905T100551_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
71,204.0,8455.0,1351.0,1358.0,8816.0,8768.0,9256.0,9598.0,9435.0,9307.0,9808.0,9099.0,0.0,62.0,0.0,0.0,0.0,11.0,255.0,255.0,255.0,389.0,20210212T101131_20210212T101311_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
72,138.0,735.0,999.0,784.0,1086.0,1346.0,1208.0,1103.0,1208.0,1252.0,1252.0,1252.0,6.0,0.0,0.0,0.0,0.0,6.0,111.0,137.0,123.0,1778.0,20210811T101031_20210811T101411_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
73,300.0,7368.0,2824.0,2010.0,5772.0,5184.0,4820.0,5138.0,5098.0,5077.0,4956.0,4935.0,100.0,0.0,0.0,0.0,2048.0,9.0,255.0,255.0,255.0,1401.0,20210824T102031_20210824T102025_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
74,102.0,4131.0,3482.0,3399.0,3234.0,3118.0,3270.0,3825.0,4209.0,4358.0,3650.0,4464.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1242.0,20210516T102021_20210516T102316_T33UUT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
75,102.0,4161.0,3488.0,3409.0,3248.0,3124.0,3282.0,3837.0,4229.0,4384.0,3670.0,4488.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,255.0,1266.0,20210516T102021_20210516T102316_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
76,198.0,4035.0,4238.0,3388.0,6668.0,5168.0,4384.0,5113.0,5260.0,5226.0,6000.0,4945.0,100.0,0.0,0.0,0.0,0.0,9.0,255.0,255.0,255.0,725.0,20210508T100549_20210508T101551_T33UVT,Paeter_VorderSee,52.233631730992876,13.653728766846024,"{""type"":""Point"",""coordinates"":[13.653728766846022,52.233631730992876]}"
